"FSC-A","SSC-A","CCR6","CCR7","CD11c","CD127","CD4","CD45RA","CD49a","CD56","CD69","CD86","CD8a","Eomes","FoxP3","HLA-DR","RORyt","T-bet"
1.42185e+06,489428,-755.35,1062.16,-511.822,-1278.4,4595.67,1947.17,1534.02,702.148,4293,3539.33,-306.608,56.4119,-268.023,389.859,2842.63,13100.1
1.63272e+06,439005,-1818.3,147.245,3828.51,631.948,13741.6,218.773,1274.39,3860.08,50784.1,110.454,2654.39,-255.06,3699.88,14164,1387.99,11105.6
1.44897e+06,551230,-2405.25,167.397,-613.707,1844.12,19328.7,4891.07,8310.95,-4.80679,13065.1,-794.076,451.569,1163.81,-414.895,3418.31,1342.68,12901.2
1.3358e+06,577685,-2655.42,2845.59,88.8358,4337.24,18358.6,20017.1,51.4035,-807.253,1849.58,654.343,826.237,-2851.34,-621.672,16409.5,1288.38,93072.3
1.67133e+06,345794,-2225.18,1147.24,384.653,-1020.81,6557.82,4453.31,113.059,-638.519,28321.2,29376.5,1323.32,-236.156,1829.19,1330.65,265.557,8335.88
2.11172e+06,432550,-1517.34,-1099.48,-477.979,52.4594,22091.9,3992.23,1177.27,-1531.63,36661.2,1390.58,571.006,3595.12,-411.412,8057.04,1345.27,19889.6
1.61083e+06,503849,-4870.85,1283.52,2582.95,1908.61,7689.12,3729.38,1572.29,32.4072,54126.7,387.494,2604.18,-65.7944,-246.203,4200.69,2226.63,21840.8
2.05891e+06,490213,28.0562,263.452,-371.475,-549.44,8571.98,4859.38,-37.2487,-270.229,32371.3,465.078,97.071,511.067,-170.47,914.262,1798.63,12417.8
1.48865e+06,393472,-891.935,1765.9,-1118.04,2722.35,12341.2,4908.25,-86.6981,-398.698,7898.93,-31.2273,141.804,-1195.22,2142.66,480.481,2501.54,8688.84
1.40613e+06,415567,863.908,1570.11,-543.948,259.84,10952.5,5353.75,-221.627,620.657,17812.9,-357.548,27649.6,-742.413,123.856,-28.6719,3154.14,58131.4
1.61113e+06,548955,-1925.86,2660.49,-506.997,7345.7,18007.7,910.15,1843.64,-516.495,38275.1,-0.798462,-76.1095,381.173,131.376,815.268,1691.72,6218.75
1.35834e+06,433746,3221.76,1440.86,-1035.68,4782.74,20209.7,6226.3,1596.22,-346.701,-433.685,-53.9432,5002.01,158.535,93.0577,158.024,1148.97,21650
1.72756e+06,745625,-1699.67,11654.9,95.9192,1202.13,15811.5,13036.5,732.447,-879.012,545.664,1335.79,1053.25,-2963.78,6295.12,45548.3,3584.97,15134.2
1.61385e+06,493927,-750.013,2000.36,9071.94,683.121,11768.4,182.311,39.6014,-28.5471,33843.6,540.354,-583.272,-2544.57,131.058,1072.94,144.655,7273.16
1.7567e+06,622581,-2227.75,2122.19,293.497,165.961,10409.3,3494.64,1936.48,1300.95,21079.1,101.069,3426.64,-1579.34,5095.27,637.916,1320.85,20565.9
1.56434e+06,588179,-346.134,829.05,2349.34,-1677.87,11513.5,2876.89,452.391,-83.0886,66965.7,686.527,2352,-1903.08,2110.9,3706.92,2171.87,21000.1
1.24284e+06,378521,-779.861,-243.945,-841.24,-1091.4,6201,11787.6,-1360.19,-297.931,-356.506,292.357,4412.87,4496.92,37.6766,69.1396,1949.49,32672.6
2.23237e+06,906994,-4516.12,3885.34,-1080.9,-2160.65,51554.4,8740.6,2851.48,252.101,10137.5,271.068,-460.029,-4006.17,-176.262,99593.4,1804.83,29439.4
1.3412e+06,307096,-572.297,2062.16,-454.7,6352.07,14296.7,6839.67,1774.66,-94.7745,32.2764,1118.22,-489.296,-847.06,-531.105,-854.843,532.043,2511.52
1.91633e+06,537384,-1149.42,5329.06,-310.753,3124.88,17531,10729.3,1565.55,-947.931,1150.42,118.45,-630.52,550.101,-144.784,537.491,630.279,11381.3
1.29753e+06,388527,-221.979,-488.85,-616.533,199.306,13122.8,7757.6,120.146,-649.626,13022,-783.229,9444.06,-1267.34,74.0814,1895.56,2035.18,25044.9
1.26687e+06,496491,-1501.09,-558.364,-1460.94,4016.33,21386.5,11857.2,196.412,636.993,272.904,-469.269,2265.59,1377.45,-193.451,1312.32,989.374,54791.6
1.26252e+06,371611,-1999.26,747.967,-406.868,16650.4,10496.6,368.501,8707.9,420.206,908.515,649.222,114.254,-374.074,59.9284,950.845,778.724,3560.62
1.57133e+06,558483,-2140.96,674.223,1438.36,1873.59,14253.2,281.968,1548.03,83.0804,52566.2,104138,306.433,-1484.31,3417.83,84.1055,2079.18,10452.5
1.3629e+06,367711,-2450.77,2424.56,10.653,231.392,8887.5,1972.83,-101.547,-376.989,24778.4,1512.55,-175.286,4037.9,-736.181,4496.31,1161.31,5963.48
1.94317e+06,642264,-3006.99,1112.88,-1001.22,-93.8133,22773,1887.32,20266.5,-282.684,45038.6,-148.578,-482.473,-185.412,9.3097,-34.0586,1508.67,14094.6
2.12101e+06,445043,-1116.7,-108.124,-485.196,2154.9,38898.1,20785.1,864.911,-275.345,24367.2,-363.859,66332.1,2055.33,-131.098,21901.1,276.331,21938.7
1.60685e+06,656747,-1035.76,435.678,-1558.05,7684.55,27981.3,2573.5,22624.3,997.789,39988.6,-277.28,1123.53,1884.76,927.178,660.879,2875.33,5227.81
1.20835e+06,411207,-612.972,-78.2768,-689,747.868,11965,20171.4,1838.37,-19.0934,16286.1,259.685,145.669,6554.43,-392.944,465.822,864.776,17913.1
1.95815e+06,439298,-592.074,3100.97,-572.294,6155.78,10777.4,2742.08,11497.3,79.2032,-365.967,-986.783,520.17,-2662.74,122.927,596.296,1595.7,5685.62
1.35003e+06,498445,-369.309,-786.245,95.7379,-47.9605,39745.8,7739.76,3208.39,-131.873,38669.7,-525.98,387.818,14170.2,-289.139,10525.6,2107.25,6928.77
2.03893e+06,342174,-16.2773,-245.759,-543.781,3604.15,19309.5,3332.9,11369.6,-525.27,22304.6,325.613,2071.8,1016.86,-34.6532,-943.038,-264.299,3675.64
1.77185e+06,343881,-2913.55,1727.19,-170.291,222.138,8939.49,3263.49,1055.23,-811.332,16561.8,1856.6,287.997,-1490.45,823.799,-861.933,1468.13,10751.6
1.4749e+06,272239,-3017.94,1731.28,1011.04,433.84,3107.7,2060.02,-1161.14,-8.60423,20889.2,28131,1098.83,-1689.87,-383.016,-81.4453,-214.523,13849.3
