"FSC-A","SSC-A","CCR6","CCR7","CD11c","CD127","CD4","CD45RA","CD49a","CD56","CD69","CD86","CD8a","Eomes","FoxP3","HLA-DR","RORyt","T-bet"
1.64911e+06,348654,-1796.15,763.409,-625.45,1464.84,10383.5,5555.73,3274.35,4869.51,652.071,107.027,240.257,99.576,-231.766,1201.41,2104.43,8055.26
1.42002e+06,640229,-1873.14,860.04,1010.4,4157.21,20181.4,1458.54,33709,45.8477,29247.9,93.5596,26154.3,-1266.24,462.806,13021,2627.4,13065.8
1.67559e+06,550535,-2089.15,484.102,1011.4,606.726,12033.7,291.526,2171.65,1102.86,17633.4,158.852,-214.116,-1688.82,2387.67,1121.19,2531.5,4987
1.46172e+06,510648,-1034.8,-8.89656,318.426,-1768.87,8129.96,1113.22,-1317.63,5322.01,11602.3,34213,3299.67,-2872.96,-66.2189,2440.87,1840.17,8850.65
2.17258e+06,787245,-1421.77,1720.93,10.3844,1793.81,18373.7,-523.843,49196,375.401,47043.8,-170.223,-824.279,-144.071,162.389,2355.56,3537.51,8996.69
1.25291e+06,297335,-3347.88,36265,130.555,4825.72,11787.4,9583.82,2955.83,752.855,-1250.6,-251,-1050.96,-2410.33,-919.692,284.801,743.343,560.158
1.49423e+06,248474,-3411.38,632.746,-658.156,706.937,10759.5,8098.47,-301.929,-85.4691,7725.24,6188.53,852.057,886.031,-479.856,-755.898,2760.73,7512.78
1.89464e+06,263078,-2140.18,6617.4,-585.137,6350.56,11212.2,4.4119,1010.23,-245.372,848.713,-553.152,1219.14,-1577.51,-260.619,1159.61,3395.3,2968.61
1.57865e+06,547388,-773.639,-127.222,801.754,116.599,13551.9,26.9608,905.456,868.999,11357.6,341.193,1912.61,-318.863,1342.21,2133.54,2123.22,6391.92
1.49849e+06,279611,-899.579,5952.33,-840.965,1563.96,10269.3,35421.4,-98.2852,190.738,824.398,400.587,6253.74,5586.14,232.566,-1600.84,2220.94,1883.85
1.69471e+06,369490,-3287.18,616.776,-273.223,8416.25,16119,13133.3,240.837,-153.952,-95.0692,52.6357,1452.19,-624.786,32.2705,2860.56,3076.33,72050.7
1.5605e+06,434853,191.517,-614.114,-716.31,188.643,13412.3,886.087,364.6,472.229,2726.42,749.655,1149.37,171.039,378.915,2875.86,2139.8,2732.43
1.42233e+06,677788,-1717.28,1537.59,-97.4732,5854.21,14733.7,574.672,16515.1,-499.248,37364.9,487.002,-753.093,691.517,-470.59,1135.36,2026.93,4821.77
1.43192e+06,441511,977.985,564.859,-979.908,7376.07,16423.1,13328.4,755.536,-120.002,3120.44,1002.09,12760.5,125.225,-184.326,-508.047,743.608,37520.8
1.50306e+06,444233,-484.336,-316.835,-1062.69,9442.84,13907.9,6216.51,3173.69,984.1,880.213,-397.254,215.847,2415.62,-108.424,5285.85,1987.37,10830.9
1.97478e+06,600809,-1930.82,2123.8,273.943,-1091.99,16659.4,11882.6,738.785,-680.018,30572.7,-47.6885,4252.48,-862.882,-104.687,31970.1,3607.66,30070.6
1.70941e+06,359985,-2008.49,2670.75,517.856,1018.87,7755.9,23042.6,-490.439,1595.61,8829.28,545.124,730.059,5727.84,-840.429,-522.992,1102.21,3038.53
1.47283e+06,392664,-2022.18,2086.5,-381.781,2961.42,19539.9,7880.87,-721.664,-709.471,-1629.96,9979.94,34.167,-702.908,-454.99,2127.7,1363.17,2416.67
1.31977e+06,535129,-3879.96,11824.9,2734.95,19724.2,9674.5,38410.1,5709.44,246.622,1985.14,4294.23,1636.29,-1419.62,-89.7182,2249.69,-7432.55,6904.56
1.33103e+06,606864,-1142.78,1512.67,-793.855,-273.233,4536.47,-65.0552,8836.03,-117.498,17848.9,9488.24,1008.84,-2230.49,498.938,1046.57,4263.08,5614.13
1.90357e+06,367873,-2054.91,6382.02,176.8,987.503,7901.73,299.42,-98.2883,-2080.91,35916,15069.2,473.297,15675.6,-839.52,940.051,1786.47,5483.51
1.87285e+06,512376,-2915.44,1492.88,-126.487,1034.62,16179.1,1861.23,5745.66,-626.638,26981.2,-76.4126,2387.37,1156.24,-351.326,2936.01,2666.61,6541.84
1.38063e+06,486342,-2131.1,4157.75,-797.045,8826.32,15954.7,11425.6,-409.867,184.145,2694.89,1170.54,1981.65,653.55,583.07,124.659,82.499,9662.94
1.32173e+06,493035,-3050.16,2804.54,-384.018,670.234,16941.9,8636.09,21939.2,-59.2732,23909.8,626.147,-196.566,-609.438,-400.292,17943.6,1307.93,5619.37
1.80265e+06,450864,-2427.13,1271.08,14.1026,19415.6,12515,507.73,2599.12,772.948,-433.936,-357.017,559.745,-134.278,-161.444,3872.6,2658.4,7505.59
1.25757e+06,568608,-2460.28,21643.5,-544.589,19017.6,19568.4,678.005,4295.31,-1503.9,-606.808,223.72,1091.11,-1585.42,-940.665,-610.517,1447.64,184.709
1.71396e+06,583773,-2148.02,1141.06,2568.52,4641.76,15221,30794.3,513.002,-110.86,15044,967.049,2173.28,-1337.78,131.936,6212.82,2249.17,23340.7
1.63501e+06,577756,-3619.86,2391.4,515.285,9303.46,23058.1,6148.11,7138.01,-1156.89,63065.1,561.796,373.153,-721.974,-1041.48,3907.64,2360.3,14369.6
1.46511e+06,489473,-2495.63,1738.74,102.466,719.294,12102.4,6304.68,24821.6,-287.07,11136.4,707.394,1154.03,1261.84,85.1946,8493.8,2571.41,15259
1.53498e+06,365681,-696.412,7799.41,-807.078,2278.12,5087.02,395.175,673.301,-474.49,522.241,-468.478,1773.05,793.915,-51.6078,330.279,2957.89,4587.88
1.96547e+06,617705,-2487.35,1126.43,-430.197,10974,20380,1640.45,3466.79,-1090.48,28732.2,131.721,391.25,187.195,-48.5864,1383.94,2912.57,5170.51
1.26818e+06,566112,481.624,15440.5,-1107.82,24961.3,13775.4,7658.11,5008.57,-527.386,651.442,433.968,638.997,-103.273,-247.449,1353.59,3683.46,824.349
1.50392e+06,583459,-4470.74,5794.25,414.23,737.354,18372,2158.76,10097.9,-514.252,29281.7,17747,1151.55,691.341,-1098.79,16591.8,3603.55,12323.5
1.58893e+06,518255,-3351.98,3223.49,-672.179,3664.98,21421.9,4251.6,23936.5,-1101.89,89690.1,-512.29,-212.869,-1231.94,-443.274,1544.43,3886.55,23623.4
2.19494e+06,773119,89.0439,299.733,-165.021,10922,11755.6,8153.54,1768.18,-300.111,51122.4,823.137,223.589,-1071.17,1307.61,943.223,4987.01,23918.2
1.44529e+06,392971,-1893.78,-294.886,-330.228,782.709,13086,108171,2584.73,-250.853,13207,-643.131,1446.76,3361.27,-288.936,3762.96,-2779.16,7694.03
1.51992e+06,476006,-3296.4,2359.36,215.383,-360.91,11799.6,2672.61,-646.388,1943.6,16315.2,3793.17,1012.7,247.836,190.793,2725.89,2258.24,12340.9
1.72505e+06,588709,-3355.57,1925.61,375.278,3630.45,11726.1,1605.27,8069.7,106.99,33066.2,-243.968,-199.976,-968.325,-486.684,594.03,2730.23,7099.4
1.50226e+06,485578,-1982.3,-517.198,-1265.65,-277.648,15074,11650.9,1869.27,-461.021,35782.3,151.569,860.083,2256.46,490.761,7729.36,2065.28,8846.08
1.88191e+06,930012,-831.269,245.091,-902.48,3389.14,14641,1158.2,19632.5,-592.719,44106,93.6392,-330.346,-270.783,355.472,970.632,3300.68,9520.88
1.61498e+06,261839,-1988.88,1366.61,-210.385,-615.043,9388.82,8240.05,2439.4,830.201,12700.3,257.453,195.214,-259.936,-443.923,9698.12,4384.46,6128.78
1.6674e+06,274475,-353.959,3677.43,-813.357,1073.02,7615.38,876.226,61.7933,-904.107,237.148,-486.879,1213.01,-47.2617,92.3576,1237.01,4420.94,10089.9
1.58839e+06,532025,-2220.5,876.138,-318.087,-207.275,6594.86,4784.02,4302.67,-786.127,14039.9,965.919,1262.71,1190.5,-239.905,2698.52,2937.64,16908.8
1.44376e+06,351582,-1377.08,500.296,-375.5,-374.62,-222.886,14049.9,14937.2,-339.464,8155.93,-66.2615,6886.94,713.457,-630.863,5129.3,2378.48,1496.06
1.52926e+06,350945,-3648.34,9426.61,420.462,6726.07,18551.3,2558.12,-787.372,-1061.23,-155.422,1072.14,1019.53,-856.312,96.5425,977.949,2503.71,2838.28
1.48408e+06,364898,-4256.88,2058.4,-102.209,482.139,13788.8,7663.83,606.31,48.0899,12256.6,310.068,-1029.97,726.366,-653.138,297.351,3689.74,3610.33
1.50977e+06,889548,5967.13,7521.06,-245.383,14577.5,18628.8,3535.83,1390.15,-584.168,-148.457,656.022,523.37,-312.755,305.447,1737.46,3476.23,3398.57
1.50129e+06,376499,-2535.42,13181.2,-317.081,11730.1,13767.9,37433,8441.3,-647.168,-247.349,822.831,685.336,-974.074,-802.603,-468.373,1528.42,741.491
1.35252e+06,526208,-1479.88,1120.92,-862.484,16775.4,11030.7,10827.1,7368.01,-394.408,-194.585,379.404,752.904,-193.518,-30.9722,-53.5117,1479.5,2121.92
1.69988e+06,507150,-2259.97,2314.78,58.664,3499.07,15113.3,5748.06,5523.01,-509.369,186.687,112.232,568.125,-2540.4,634.522,1080.6,3003.48,15747.7
1.39398e+06,485510,-1968.33,923.228,-92.2657,1381.88,13381.5,5287.85,1305.66,-182.203,9605,420.513,102.384,-273.695,130.245,-82.812,966.466,7854.86
1.346e+06,509563,-1779.59,1569.87,845.885,315.872,10486.4,4139.07,4019.77,-134.331,6806.08,-180.678,-422.128,237.684,24.2377,1746.41,1613.5,5463.47
2.02874e+06,702856,-3165.02,2055.51,2235.31,1446.6,15527.4,10981.2,55770,-637.213,47855.5,20072.4,2686.81,-2130.43,635.359,2121.53,1058.8,14542.1
1.52015e+06,672468,294.34,-435.124,0.449485,5487.31,172.57,1624.88,180.707,-960.835,38298.7,260.758,3604.65,3132.76,-310.224,-1677.63,1670.1,4165.69
1.49479e+06,235854,-1275.66,515.662,349.311,708.327,-209,31326.8,582.469,0.224715,13808.4,-268.481,4209.07,6667.43,96.7189,509.559,1396.04,1871.59
1.47748e+06,338686,-1678.14,12232.9,-131.872,5535.03,8470.5,18068,4551.34,-508.695,324.161,-395.322,-49.7385,-2257.03,213.105,768.856,2933.01,1037.28
1.19302e+06,290347,1755.84,870.642,196.159,164.451,6372.63,152005,-256.268,-700.165,4055.15,-83.3935,5786.2,245.023,-109.572,582.407,-2789.64,368.306
1.62488e+06,372490,-697.242,336.107,247.542,-163.771,6437.19,4070.74,1715.5,-689.688,22639.5,2487.79,868.098,2631.28,150.718,909.679,1029.05,1893.33
1.85515e+06,402997,-1045.35,4770.28,-698.161,525.212,5009.01,14612.9,-9.227,-974.969,1293.99,1786.44,-112.903,5195.9,-110.414,155.478,3701.27,1429.7
1.45184e+06,621322,-627.282,1247.12,-670.282,401.733,20774.7,8796.07,26542.7,83.3889,23739,-637.307,103.511,-72.4817,113.014,168.19,3764.62,17252.4
1.61275e+06,657898,-3322.91,1293.32,-491.091,-352.239,25302.1,8528.97,1826.09,24748.7,49377.9,-462.445,384.896,247.265,-413.79,29850.2,3192.8,25252.2
1.43004e+06,315837,1663.35,12686.7,-1176.34,8288.47,13495.2,32686.1,1744.63,-507.64,323.662,390.004,775.604,-935.522,-38.9922,356.13,3175.07,1870.19
2.07746e+06,451065,-101.141,1122.03,-260.805,419.325,14666.6,15550.7,130.018,-449.207,1395.38,-1571.07,9385.27,-1898.51,-368.794,3608.49,2396.23,38073.8
2.03158e+06,407349,-3230.88,2048.04,-204.805,943.432,12425.5,5972.58,-128.166,426.577,15791.5,246.792,547.136,-182.183,-228.426,7129.98,2257.84,8580.45
1.35936e+06,276567,-2543.49,700.745,191.938,3514.75,9522.72,25796.1,-147.061,71.0845,14787.3,431.803,-154.382,5402.59,-636.498,-184.895,860.09,1619.94
1.37371e+06,310642,-3311.85,31.4789,210.059,186.708,6950.84,5729.64,1685.93,-144.961,17539.9,384.04,1377.1,6711.46,-343.535,1291.02,2369.43,2516.41
1.35378e+06,836578,1462.22,9405.44,-859.218,7145.5,26056.3,11250.9,90.459,400.984,817.664,168.947,922.026,271.826,-445.195,9.49609,1519.59,4453.12
1.45569e+06,576610,194.723,15107.6,-568.456,17734.8,17568.4,9995.89,844.566,-91.6965,-970.268,4972.74,1679.97,-376.485,-234.178,-837.937,913.351,1583.13
1.44384e+06,518502,-1165.01,2521.59,-377.474,2854.01,12861.3,18320.5,1449.86,508.299,2504.8,1124.64,761.692,567.464,13.5471,2412.17,1350.01,4645.17
1.81876e+06,511679,-3166.24,1152.64,99.263,-1193.92,16317.3,4458.6,2937.45,1333.37,37254.7,549.221,1494.87,-2798.93,-556.957,1210.85,3285.66,6576.88
1.80034e+06,539178,-1633.25,2491.85,-707.172,1212.04,29965.4,614.772,6884.04,-1100.6,79469.5,4931.78,4206.8,-981.436,-383.907,3162.74,8746.28,7279.47
1.41673e+06,781110,-1228.28,2228.77,-310.685,34259.3,10292.5,59.3945,2152.35,1324.43,106771,715.236,-121.183,579.709,-393.543,139.301,1849.56,4518.61
1.34869e+06,388762,-1312.93,1067.18,-392.647,2167.64,17205.3,4627.96,600.894,358.816,19680.9,-1029.05,1267.98,414.457,-103.668,1417.85,3583.31,11042.9
1.49783e+06,527162,-1898.93,2283.56,660.798,5455.45,14004.4,2422.65,1495.18,56366.7,21760.6,-203.614,1593.73,52.8415,-52.2247,2773.42,2428.24,16518.1
1.55787e+06,397689,-1299.17,941.434,-940.787,9965.96,14251.8,20312.1,645.969,1440.06,10.9566,408.056,280.172,-1094.16,475.63,153.135,2408.45,28540.2
1.77231e+06,460407,-2107.05,11248.8,-530.274,14765.5,12569.8,-333.29,2234.02,-1089.44,11.8356,-475.076,-447.195,-2021.24,-201.306,1902.85,1873.1,4792.27
1.24314e+06,488272,-1405.28,4166.65,385.514,-548.237,9871.16,13899.7,387.627,1453.25,-716.64,732.564,1174.21,-422.618,-688.129,5757.49,-214.774,2228.01
1.52226e+06,448863,-2995.94,1451.27,-1120.28,10213.4,10435.6,1881.37,-50.8338,-697.849,-1.09999,-22.231,712.385,-1285.97,-449.28,316.945,4510.84,1737.38
1.50391e+06,311714,-1361.51,13125.6,-1048.77,6839.39,5947.65,4517.04,1873.53,343.966,131.626,647.329,-73.9427,-718.704,-314.069,-1491.02,3161.74,3161.72
1.55797e+06,400168,-1485.27,1345.98,-92.7695,70.9081,10738.2,3281.52,2900.76,-472.766,818.719,447.671,611.831,1784.9,-266.416,5833.82,2533.37,7525.56
1.71939e+06,578483,-1029.44,6757.28,-269.782,15060.2,20662,1616.94,4707.98,-516.744,238.687,69.3141,-426.739,-597.848,897.688,-346.684,2301.59,3103.09
1.70516e+06,394769,-2986.61,3798.91,182.294,-947.39,9099.82,7416.81,-325.262,-313.594,1181.96,3408.11,-624.347,4836.32,-406.318,1174.93,306.286,2360.2
1.53839e+06,561923,2807.74,507.939,-1028.22,6491.17,16039.4,2084.4,10116.8,310.335,679.812,-25.6193,1979.24,788.894,-25.2696,935.011,3000.52,4604.04
1.62321e+06,588438,-3259.83,2439.32,-401.883,3007.71,16456.5,456.242,11635,-634.269,24850.1,-849.495,-1906.39,-191.97,-302.175,3961.34,2227.33,5404.73
1.89325e+06,515452,-1359.22,-1046.29,-1595.45,2144.95,15069.2,2202.97,7438.87,-968.387,29775.7,-539.989,533.676,1172.34,-115.366,421.168,5567.3,4982.74
1.56994e+06,465025,-507.753,229.513,386.481,1198.44,7707.07,380.346,388.462,268.019,12402.5,792.943,983.364,2221.74,121.239,1018.92,2392.51,16034
1.26605e+06,295033,-1471.05,11005.6,40.5779,795.908,13311.6,6822.13,-530.491,-627.454,23.938,-811.402,992.85,-1280.3,-216.596,1122.29,1467.18,2547.54
1.56069e+06,518448,-3346.23,1631.18,62.7906,289.823,12225,9848.94,610.286,-60.4219,13793.9,814.968,2649.82,-888.64,4925.08,2439.82,2377.25,9997.04
1.30215e+06,364174,-3014.92,785.03,-664.947,1426.7,10376.5,11552.9,-270.349,-786.154,11849.4,-417.577,185.609,4237.46,-457.779,253.078,3322.26,662.558
1.78994e+06,556375,-2458.9,859.718,-1335.77,3762.93,19596.4,2226.7,-565.133,410.143,628.889,18812.1,-574.641,931.097,-336.183,-406.204,4068.35,25101.8
1.69816e+06,346382,-1987.99,220.895,-976.727,2459.1,11653.2,1719.5,2345.66,-629.131,51862.3,170.678,1048.96,2279.97,-801.7,-46.0488,3412.15,5885.7
1.86219e+06,485508,-642.186,2419.44,-606.369,8168,13999.6,6681.03,422.462,-1017.8,6054.14,5731.2,1267.53,1476.31,-351.654,1182.73,2465.55,10576.3
2.00972e+06,422394,-1589.73,390.55,-132.907,4263.7,10429.8,9030.33,-806.815,1184.11,3917.28,-850.194,695.979,584.559,-351.647,6011.9,2275.2,21619.2
1.35509e+06,360074,-941.313,424.982,1866.41,2645.43,14708.6,485.069,41295.8,109.248,55272.3,585.452,1797.17,-2195.47,721.386,390.965,2833.19,4309.33
1.39039e+06,306264,-821.754,-392.001,-837.584,3742.67,7077.64,137.369,6073.85,-768.091,21110,-293.615,1141.16,571.097,-26.2024,-38.2837,3062.84,-269.643
1.9643e+06,405916,-685.772,143.963,-292.705,8866.45,8923,424.151,5617.3,16117.8,9.85678,-486.759,3974.53,840.712,185.124,3486.45,2259.36,12414.5
1.78268e+06,519979,-180.145,-417.027,-613.845,-1442.92,11963.1,7666.56,1295.81,1895.13,17586.5,9.23633,785.646,-603.502,-277.269,1165.77,2779.6,10412.5
1.85982e+06,556226,-667.378,9473.39,-510.561,7706.65,14171,9928.87,602.032,-700.627,920.145,117.437,1864.41,-1393.4,369.501,401.799,3014.41,2880.68
1.56654e+06,414727,-1070.14,1677.51,121.403,-45.8292,11134.8,1469.81,8672.87,565.396,26700.1,-543.025,-474.423,377.485,61.8792,3778.72,3626.63,11209.4
1.73521e+06,567671,-794.665,-1557.98,-2295.84,6045.43,21728.7,3090.42,38518.2,198.351,38646.4,-420.49,768.426,-413.827,-79.4031,1175.23,2230.32,5182.64
1.23031e+06,258382,-1962.19,-82.8082,-629.104,4662.03,7466.01,3987.67,108.793,14.5482,1633.41,-470.22,200.04,-581.115,3.41055,-250.548,1775.61,1729.29
1.98217e+06,464810,-1760.03,-554.314,-416.577,1774,23180,7116.62,6184.41,-843.237,19798.7,-102.558,1310.2,-274.633,234.766,10117,1856.56,19312.7
1.68566e+06,656054,-3665.43,1489.42,-420.033,1335.3,11252.8,5714.14,1965.72,2758.74,4478.09,1368.64,1091.21,1027.42,3953.23,1121.81,3419.82,17784.2
1.69466e+06,786741,-3581.1,795.545,-1093.85,16948.6,32885.2,22730.1,15.9791,-0.313534,448.142,-281.333,5335.44,-1812.55,718.064,369.458,5444.43,17055.6
1.63784e+06,605314,-1191.45,263.831,-856.651,1569.15,16252.5,5549.33,721.695,-11.7911,775.665,79.5994,3270.55,1631.98,20.5805,-505.139,3398.91,9409.8
1.37906e+06,329669,-1579.48,2021.41,-370.187,-231.581,6114.67,151.479,2332.29,-212.296,2102.75,16713.1,116.789,-919.586,3105.94,-144.863,1952.19,4122.72
1.48978e+06,506268,-721.203,5413.08,-136.69,9361.23,15382.5,7931.4,1177.13,-278.138,125.151,-347.364,17.8901,-475.015,308.982,-18.7827,3108.03,2146.71
