"FSC-A","SSC-A","CCR6","CCR7","CD127","CD4","CD45RA","CD49a","CD56","CD69","CD86","CD8a","Eomes","FoxP3","HLA-DR","T-bet"
1.44034e+06,930793,-1567.38,3897.33,-520.693,-587.893,15387.3,10254.1,2178.94,12093,1266.03,159118,-1868.06,228.894,1286.24,32910
1.99464e+06,491428,-976.888,1607.92,1446.56,-1859.69,164099,29624,103023,70225.5,-382.457,26226.2,1995.62,208.423,-2281.98,45999.4
1.83e+06,416541,-2947.23,2449.73,10959,-2903.54,506396,2407.48,346.308,3330.11,69.7163,123353,-2021,357.289,-833.832,41320.3
1.45901e+06,1.21672e+06,-2085.91,3308.86,-319.463,-2244.68,497208,2446.37,55.3694,39811.8,-492.792,87631.4,2582.33,1366.82,2117.68,83775.2
1.34534e+06,746412,-776.276,1357.01,-616.445,4288.76,11967.1,15434.8,1491.83,27681,260.934,110629,2620.14,-255.023,1109.2,10603.2
1.32755e+06,426932,-2909.16,1520.15,3561.02,189.661,169360,-195.111,-638.021,1311.04,387.389,73602.9,-1850.39,-519.948,640.139,38728
1.28392e+06,413539,-1336.59,1924.95,-642.288,1891.99,14198.6,64.2962,161.866,9623.07,143.228,61061.2,-721.68,-125.987,271.535,5103.86
1.30388e+06,576753,-4188.64,2237.73,-1270.41,-245.496,26003.3,7757.99,648.953,12775.4,-214.858,124144,21.9662,-231.634,786.746,2733.12
1.22723e+06,441481,-65.9375,1750.44,-1401.26,-689.393,34993.5,12499,331.395,22422.6,669.599,248576,2779.67,732.237,-2464.97,9298.48
1.65808e+06,347540,-2644.48,1553.38,600.898,7735.89,13222.1,1808.44,8884.4,7915.46,-39.2651,92761.5,2755.91,-472.99,1835.56,11149
1.39683e+06,308556,-3613.94,783.548,-1864.35,-1930.69,506943,2515.57,331.423,14456.9,-293.86,34452.5,-1034.49,354.945,6800.26,39793.8
1.35107e+06,366867,-3232.77,-606.402,-780.312,-1894.6,490085,305.928,389.147,19150.5,483.557,1541.76,-1699.43,152.569,-1749.17,23933.8
1.27333e+06,397018,-4384.21,5071.67,-753.781,18.0845,399425,781.978,-523.458,9060.7,1249.08,111260,-706.027,155.361,4916.88,24816.2
1.60216e+06,299599,-1687.03,86.373,527.36,-1547.79,115070,497.076,112.777,1048.35,722.966,78728.4,1307.43,107.756,-972.885,57167.8
1.2829e+06,522574,-255.137,60.7128,-1364.65,-2.09748,4815.3,3614.32,166.314,1515.87,237.628,16023,596.125,257.939,470.141,4605.3
1.54242e+06,424457,-314.996,1091.7,-715.851,-3038.82,663454,2581.48,4902.72,12970.6,459.638,48142.8,1477.41,1189.3,-737.018,33849.1
1.45169e+06,660738,-1487.15,1548.43,-577.34,-686.385,20732.5,1671.53,5019.36,12335,799.994,131993,8153.02,308.775,1216.92,5410.14
1.798e+06,731243,-4709.79,4006.85,-1059.24,-1600.34,226821,286.77,123206,13056.2,-443.454,47092.5,-1875.48,-269.229,2210.08,70111.2
1.71485e+06,635676,-3332.34,811.825,1933.31,-314.779,787739,32028.1,735.47,38282.6,-65.6958,1947.16,1791.93,281.239,690.74,24306.8
1.37138e+06,624212,-2132.3,1058.65,-950.622,-941.916,461383,407.062,455.997,28635.2,-191.955,13033.6,-980.309,511.462,-486.702,30099.2
