"FSC-A","SSC-A","CCR6","CCR7","CD127","CD4","CD45RA","CD49a","CD56","CD69","CD86","CD8a","Eomes","FoxP3","HLA-DR","T-bet"
1.73317e+06,598617,-2667.52,3030.33,19440.1,-182.819,3335.99,4914.71,22508.1,20442.7,-744.535,95454.5,4123.69,-170.098,1383.77,16665.5
2.25897e+06,541106,-4458.69,1651.51,-508.798,-504.708,34797.4,587.714,3926.49,27987.8,39.8975,177966,33936.6,-294.966,30554.8,9364.4
1.48862e+06,382999,-498.935,2572.68,1916.18,-1506.04,320343,1836.02,460.456,1192.5,-222.778,76428.3,-53.329,434.191,2759.1,60918.5
1.46213e+06,434339,-3573.46,2449.37,927.141,15.4836,26774.8,8247.74,-190.432,10007.2,-295.28,150785,4928.69,462.015,10034.3,8583.33
1.76105e+06,734252,-2219.47,1291.43,4178.6,-286.325,16381.7,4006.18,13783.9,2171.2,20887.1,172410,11134.1,955.642,1020.64,26669.6
1.51628e+06,407258,-3357.07,2202.72,992.784,-107.818,379735,-58.5558,105.858,17100.8,219.14,61330,-911.357,336.003,-950.322,79113.1
1.49781e+06,802992,-3434.38,1436.84,-374.6,344.246,495682,16712.2,12693.4,2095.7,742.384,169748,1717.5,1087.04,516.844,9912.61
2.01714e+06,884442,-1404.63,742.099,-319.575,-1015.74,126979,21885.9,39201.9,51214.5,-104.069,7616.19,4849.53,482.999,22011.1,53207.2
2.00092e+06,316272,-1667.64,1131.53,1002.95,-174.705,40035.8,5274.07,13950.6,2494.31,215.811,90203.8,540.567,230.865,-447.211,16034.6
1.48122e+06,488969,-1457.48,226.411,415.091,5219.52,110767,544.41,419.717,8155.01,-988.407,9239.59,186.411,483.819,-563.282,111676
1.57579e+06,465770,-2611.13,48.1605,1358.74,-226.191,37467,2507.94,-237.721,810.458,18134,76830.2,-101.066,271.228,655.924,62392.8
1.50797e+06,610107,-1824.34,2047.86,-137.069,-289.883,248033,1217.69,37.7238,869.335,323.888,103425,2075.41,1241.81,-179.139,77533.2
1.76697e+06,474611,-4479.14,6953.07,-188.348,477.898,16919.2,-567.214,-546.687,9816.1,22473.6,143456,1142.5,-765.962,5770.2,15100
1.9943e+06,439110,-2883.61,4242.38,6572.26,-18.8596,3338.33,470.021,4494.68,65034.8,389.793,72979.6,5519.46,-560.247,2664.94,21599.7
1.80568e+06,468886,-1809.18,410.828,13185,5276.24,182588,1465.27,-759.81,4585.91,3997.28,1340.52,-745.411,165.362,305.653,73883.8
2.25003e+06,345025,-635.571,1131.88,-788.303,439.282,45157.7,636.619,33511.2,6938.99,601.517,75675.2,4782.7,-4.26803,-1617.36,20612.9
1.652e+06,735726,-1982.87,30639.4,47140.9,4039.85,31894.4,3466.45,15225,2243.03,114.328,235532,116.868,774.97,462.906,8836.75
1.3577e+06,401982,-1823.59,-152.968,472.318,-181.227,5122.82,-487.411,-725.528,17866.5,142.611,13489.6,10909.3,-277.789,20.7822,51322.3
1.86445e+06,473430,-2853.06,2461.23,6107.66,-767.719,7338.74,16150.4,-460.84,9813.57,12370.6,117911,-191.894,-55.4719,491.719,39432.5
1.50189e+06,555461,-2462.76,-327.943,-386.593,6719.6,367976,1833.2,439.639,18763.1,-960.769,1884.01,-469.035,187.628,553.252,85207
1.45336e+06,314764,3443.95,15402.1,18117,-256.857,14751.5,837.467,-731.301,-638.908,4212.61,105778,-1740.53,-21.4937,217.605,2058.26
2.03389e+06,372796,-2217.39,1228.01,-242.927,-187.826,212183,1784.08,26.2431,4005.81,827.904,85267.7,-169.096,264.561,-1212.54,66102.5
1.46969e+06,332176,-925.518,346.369,2319.59,2058.86,151597,1002.02,-458.887,1885.73,572.449,2145.32,-1064.26,260.803,-455.657,49166.4
1.75482e+06,415679,-1255.35,1136.95,823.981,-424.025,3906.84,1860.17,-573.298,1260.54,494.31,106402,6440.84,109.216,6253.69,3134.45
1.80082e+06,532624,-1008.1,3048.99,16848.6,598.311,20058,989.428,-154.543,6722.3,32334.3,149201,13909.8,657.836,-130.66,31508.7
1.37391e+06,549388,-2834.86,3739.91,14496.3,-160.529,8096.69,1578.47,-1073.28,3486.92,-39.0386,163737,2083.26,236.96,770.457,8968.28
1.51234e+06,609760,-583.743,2584.45,3993.64,-532.707,11147.7,4160.95,6449.21,36863,4263.79,117944,7607.9,-670.675,1794.64,5840.71
1.51626e+06,542285,-437.374,2694.05,2539.9,-411.185,-114.742,1519.19,26662.1,3488.56,685.837,85508.5,3618.27,-85.119,650.016,5459.19
1.51215e+06,607729,-3217.99,2025.56,-501.341,-648.236,45704.5,598.99,701.569,1908.67,-481.159,163301,12718.9,-717.516,29469.6,9857.23
1.59113e+06,555981,-515.879,1390.89,13219.6,18.8234,-290.366,471.85,-219.864,8670.91,21070.2,56340.5,3803.16,248.788,-1575.69,7741.03
1.38506e+06,329418,-2333.56,1083.26,9082.66,-531.802,139605,2244.7,160.254,623.65,1995.34,97380,657.157,355.699,-235.105,44444.7
1.60255e+06,540544,-1936.92,3405.66,10078.7,-640.755,3310.23,7461.49,30227.7,2034.52,282.021,200251,1991.94,910.115,5871.04,21700.9
1.47933e+06,719341,-5351.4,4363.05,2059.38,-1658.01,278762,1354.02,-810.978,73519.6,450.289,219831,1650.84,623.173,1218.88,81583.8
1.66748e+06,651772,-3509.41,538.914,822.027,-1721.96,347123,2428.85,758.448,2193.24,625.773,63758.5,4175.55,657.778,7334.62,23488.8
1.57238e+06,620159,-1224.97,-5.95444,614.452,116.738,19604.9,-43.7814,-370.235,648.707,23644.1,24708.2,14639.2,428.544,542.515,3612.19
1.7457e+06,1.15656e+06,-2172.21,2815.36,1838.98,-1277.1,230740,-300.243,13897.7,21212.3,1360.59,153783,26491.7,413.453,-573.59,28639.7
2.77935e+06,774879,-6353.2,1545.76,800.884,-1075.95,149336,26556.2,5192.5,13008.6,-746.822,60589.4,9195.78,-870.051,68851.3,29277.3
1.55625e+06,784282,-3683.28,161.308,-179.37,-1753.27,215599,11161.6,10519.1,28396.5,-134.638,22196.5,-252.218,-199.982,819.341,22358
1.85426e+06,524931,-1832.91,7709.78,11310.1,40.6142,14354.9,542.665,3401.96,1065.55,-995.215,60567.6,3270.63,-308.644,3609.15,17105.2
1.55807e+06,447440,-2627.5,2131.89,-1651.6,3699.68,6425.33,199.448,-55.883,13442.4,1089.18,122343,2927.01,331.921,1922.54,94149.2
1.35908e+06,363153,-2825.38,2589.54,1426.87,-1042.81,81079.6,1655.69,442.631,8363.4,-117.395,121374,11691.9,-118.848,5273.55,6030.05
1.55192e+06,606098,-1951.32,1273.63,1742.29,-3.15032,524.433,10093.4,3215.36,34392.9,1963.97,140475,869.151,177.989,274.832,10172.6
1.98734e+06,502306,-1210.7,1128.07,8341.95,324.325,5955.12,4455.91,-1062.88,18092.8,911.783,76278,1519.59,598.698,778.283,19840.9
1.32239e+06,450237,-1212.95,544.519,5411.92,242.412,308.747,535.893,116.676,271.315,11101.8,31552.5,-131.117,-229.536,-480.202,15427.5
1.42781e+06,555148,-2592.93,2831.61,-1536.41,-1321.77,209915,626.816,515.086,1298.59,250.539,51152.9,-7.37946,119.583,-1361.96,29090.5
1.4607e+06,571818,-2497.68,2063.14,83.8589,-507.894,9568.06,4814.42,-284.897,10887.3,594.369,135633,1703.82,479.491,207.572,20980.5
1.58581e+06,380746,-1434.92,1785.54,2634.29,437.534,-81.8605,3113.89,-601.378,1698.42,-521.456,101191,320.37,317.824,2262.79,7470.1
1.70009e+06,571319,-4752.64,3328.82,1127.42,312.605,426334,1665.53,-1171.34,10736.6,-191.892,127307,-55.001,258.364,1845.71,97058
1.55206e+06,495472,-1914.31,14485.1,731.587,-433.167,33444.1,-249.504,-656.457,1715.47,9644.32,13636.1,10250.8,441.587,-187.278,2548.54
1.76304e+06,503149,-1183.12,4673,-142.106,-96.4446,9590.43,1287.12,815.301,11794.3,10493,201664,6975.29,109.711,-8.18359,14172.7
1.77634e+06,594440,-2304.15,8993.91,33053.4,-319.124,2800.14,664.372,6712.79,4406.81,1087.17,50322.4,4159.65,62.8299,779.34,37138.2
1.35919e+06,729684,-2495.35,3769.36,779.696,-116.586,24927.9,298.513,19503.7,2597.37,271.013,114099,4652.92,-370.327,4661.52,8342.34
1.78801e+06,454475,-486.284,1584.49,3371.82,5364.81,197278,2147.01,-134.103,5914.03,-725.19,105.166,-201.13,320.141,-261.443,76092.5
1.70502e+06,607880,-855.44,-253.117,-580.199,-111.163,129402,-292.837,255.023,-175.245,-178.719,52113.1,4158.02,430.901,-667.513,2142.84
1.64207e+06,331383,-2393.75,710.484,-790.813,115.017,31148.5,535.729,-12.345,17818.8,13600.9,31739.8,3955.1,-258.655,1113.56,4533.4
1.34192e+06,449260,-1690.71,2003.35,2248.84,157.755,3416.05,215.831,5986.85,27500.7,406.605,89097.9,4325.62,-78.9587,1044.26,8310.01
2.19318e+06,1.1295e+06,-4821.41,2104.89,968.786,-258.464,402684,264.57,80874.1,22091.3,945.395,51993.6,2257.36,-411.212,-688.598,26797.9
1.71551e+06,717248,-596.102,4016.77,15288.8,-487.751,2446.07,5172.58,204.346,4407.81,4125.82,193257,-77.6077,422.811,282.184,9813.61
1.83916e+06,328949,-1535.47,159.462,-146.359,1409.42,7305.62,2245.86,-101.036,2447.69,24295.1,-180.372,-55.0138,-123.436,-964.384,18498.3
1.55173e+06,673879,-3244.57,947.263,790.263,-859.46,80096.7,3440.56,4088.24,3519.28,81.8252,2839.51,8715.22,-282.191,27409.8,39360.4
1.64088e+06,341884,-1084.35,3286.76,4349.93,-178.565,3670.05,3591.9,-1274.23,1174.95,9846.95,13047,4979.36,-1102.89,-2.96875,17514.8
2.02505e+06,324998,-3403.54,4988.48,-258.402,174.231,22034.5,7810.23,-452.153,9048.52,1995.89,152818,7499.51,-737.678,6964.27,4844.13
1.40686e+06,569742,-1295.95,12116.1,2755.84,45.7232,37103.3,262.226,1288.75,7143.49,6928.96,21497.4,14466.7,-190.071,78.6797,1802.24
1.31948e+06,625625,-2708.28,1728.8,1462.58,-29.803,11556.9,21603.3,5979.39,5553.78,8105.55,149650,405.712,356.385,4428.18,21566.2
1.29122e+06,321828,-1409.95,2324.86,1822.9,-668.545,52498,139.517,62.0923,1248.42,-513.595,59520.2,-99.4897,-109.929,580.29,15713.5
1.41566e+06,705650,-1480.24,3814.44,252.051,-41.5018,9143.22,898.863,7415.89,13142,768.376,164861,6552.87,495.964,945.883,13516.1
1.37213e+06,257570,-377.351,4455.64,1326.89,230.403,19425.8,713.258,531.048,-26.673,80.3064,12587.1,1179.94,238.373,885.164,2864.64
1.92522e+06,501706,-3271.25,966.353,-1841.08,6383.97,14277.3,1154.51,-624.471,4189.53,19385.7,-233.252,513.377,5306.88,578.634,65810.8
1.40227e+06,442467,-313.912,780.678,364.77,234.613,3254.84,8854.09,6106.78,-252.6,-674.958,33711.6,199.558,360.529,23.7715,8768.02
1.45525e+06,629417,-6371.54,1094.61,818.904,478.154,798505,1059.61,109100,23534.3,1639.1,74913.7,1635.37,377.833,922.818,22283.4
1.37171e+06,502987,-4386.86,647.042,-102.866,-2282.76,471884,537.7,179.988,22272.3,1305.9,80605.2,-2206.2,1100.25,883.695,85879
