"FSC-A","SSC-A","CCR6","CCR7","CD127","CD4","CD45RA","CD49a","CD56","CD69","CD86","CD8a","Eomes","FoxP3","HLA-DR","T-bet"
1.68765e+06,312865,-3594.71,1268.34,5196.02,-1063.61,8785.3,20429.2,7513.26,46567.4,1216.39,43883.1,3161.48,-708.346,1318.59,13680.6
1.58095e+06,318104,-3506.56,4151.92,1057.02,-547.202,14811.8,1461.88,-623.076,5291.69,7654.24,143711,4616.27,2026.18,50955.8,6181.95
1.77756e+06,344423,-1337.89,1610.1,1829.54,301.731,3945.23,13495.5,-770.254,26405.7,-285.456,63157.5,1895.97,-129.119,728.393,10494.5
1.9627e+06,264582,-4114.36,3299.87,-463.955,-579.086,94898.8,-157.123,-464.835,24.4387,687.511,45271.9,-2638.85,-962.26,902.256,64087.5
1.31006e+06,309424,-1813.78,975.32,4297.11,11698,100773,257.183,-316.529,1172.77,-184.372,859.524,-1571.9,87.4534,-43.0371,19498.9
1.75253e+06,272514,-1779.35,1248.88,125.593,-799.257,17957.1,-49.2158,605.225,13564.6,-172.365,24648.7,-380,-381.436,1296.61,33928.3
1.80127e+06,369241,-2559.02,3144.38,1398.96,-603.414,56016.7,734.859,18.4546,-1100.34,-651.426,91792,-1771.82,-434.374,896.359,87840.2
1.6684e+06,516972,-764.405,742.745,-915.029,38.408,7137.89,8448.68,-291.454,31949.9,-156.758,61686.1,508.539,225.391,3595.54,9969.83
1.28849e+06,330163,-1391.99,2956.99,526.585,-353.732,7449.63,1239.92,216.376,-85.7965,-374.467,43351.1,-292.124,-170.819,1443.43,28938.4
1.48357e+06,396720,-1898.56,3227.34,3.53064,-344.197,37238.4,718.54,103.27,607.93,68.2202,94120.6,2396.88,204.531,9005.62,19967.6
1.71006e+06,723897,1030.52,1332.43,-1533.33,162.744,5962.21,2670.45,205.516,1926.45,305.634,103734,2361.7,576.213,975.174,19769.9
