"FSC-A","SSC-A","CCR6","CCR7","CD127","CD4","CD45RA","CD49a","CD56","CD69","CD86","CD8a","Eomes","FoxP3","HLA-DR","T-bet"
1.77521e+06,510449,-401.79,858.077,12225.8,202.892,20478.2,2044.67,2134.61,41944.6,-700.649,129355,3849.8,99.7299,443,18152
1.37099e+06,517108,-4127.05,1716.02,-2412.57,-2025.4,621069,1421.23,150.801,12210.5,-912.69,79527.6,492.574,-77.8259,1002.66,62695.7
1.27227e+06,852481,-6230.11,2478.25,374.721,-513.239,684696,9377.24,727.031,35172.7,20141.2,102785,-133.426,212.931,-268.857,10269.6
1.53406e+06,314871,-641.967,1323.6,-630.885,6242.6,87056.8,230.394,62.3457,12503.8,3631.15,5995.07,191.307,-323.506,996.333,14248.9
1.68843e+06,345281,-2822.16,1178.84,848.688,-3422.77,345445,929.267,-297.233,2463.1,1130.26,70832,-250.928,112.882,-398.862,47510.4
1.5899e+06,334644,-2469.7,1991.19,-46.6072,-290.772,19864.1,5343.08,-175.631,27385.7,-497.872,82999.8,2370.36,-159.547,267.182,8080.29
1.71453e+06,738857,-1075.2,1667.27,1164.55,405.597,208230,7834.47,24989,8123.48,1236.89,207659,1512.04,775.617,479.516,12919
1.53899e+06,378082,-2113.11,2208.33,2440.21,6028,102908,76.0109,-509.336,879.678,1064.11,38936.1,-1423.91,-166.709,-264.278,55283.6
2.05937e+06,422818,1006.64,1817.32,-639.671,-1422.6,516311,2606.1,499.182,11375.6,-305.695,144689,681.891,347.551,318.531,58111
1.67167e+06,510580,-3073.84,1367.19,-2218.92,-90.1752,35769.8,-211.959,82.468,2185.21,2274.41,221099,416.41,562.153,5012.77,110678
1.67968e+06,294839,-2136.73,2627,-1712.11,-507.855,113422,996.696,-179.632,5684.57,83.2119,80681.4,-1632.93,250.462,-482.164,53380.9
1.45339e+06,362547,-552.306,39.6472,-517.171,101.166,527325,2129.27,956.659,5269.22,29.9348,41981.8,1520.03,150.312,341.782,29685.4
1.76261e+06,838663,-1501.18,568.525,500.578,-1071.64,310458,11142.4,1864.58,25552.1,21854.3,270236,4017.11,345.091,4361.34,28278.3
