FSC-A,SSC-A,DC-SIGN,HLA-DR,CD56,CCR6,CD45RA,CD4,CD69,CD8a,FoxP3,CD16,CD14,CD49a,CD163,CD3,CCR7,RORyt,T-bet,NKp46,CD11c,CD127,CD86,CD20,Eomes
1.42E+06,403596,-364.357,110.893,-90.7767,3853.76,28385,-172.167,1244.76,93753.5,908.358,82.1346,134.019,418.215,-530.377,6188.9,316.808,1581.79,7744.98,-506.034,168.687,15434.1,321.1,419.298,80.9592
1.51E+06,350875,1041.19,-772.665,-215.041,-2378.25,1700.52,27453.5,721.126,-554.545,-47.6642,-4.14107,-88.6876,1387.36,-750.142,28388.3,5499.86,2620.33,1531.73,38.5759,-944.397,36201.6,-199.66,2769.79,-1978.61
1.64E+06,551125,3148.75,62964,-243.676,-3308.49,14859.8,-966.897,-683.468,616.821,-144.281,-1208.8,-959.221,-51.532,-1031.91,137.127,1437.65,4291.73,59069,-1077.19,21083.1,-1175.98,2045.66,29362.6,1111.2
1.28E+06,611818,36.9553,28963.4,102.123,-1851.45,31002.9,-279.133,424.249,4806.68,-230.565,189.263,725.58,-602.624,85.7491,-69.8786,-876.257,2284.14,57317.6,-8.38708,20166.7,-784.467,2127.45,22019.4,2329.91
1.50E+06,417403,964.698,-167.968,-733.235,-2758.34,956.779,20596.8,197.28,-616.376,-264.75,-213.324,304.54,1803.46,106.705,7582.24,2110.39,3926.99,626.61,-256.317,-1093.84,16745,228.121,-70.0169,-1359.14
1.60E+06,299495,-818.094,-354.108,-308.46,-802.194,11180.7,18515.5,1259.09,65.3313,-264.604,-299.515,630.077,-85.0569,436.461,44432.2,2238.57,2597.62,2404.54,55.5291,-627.391,8683.23,-267.084,4.32512,-19.2665
1.70E+06,323477,217.107,-40.6992,-232.012,-3685.46,267066,-885.597,363.779,8923.02,794.275,557.155,2207.3,430.831,-385.14,9233.07,1394.93,4358.37,29770.6,556.479,1471.05,188.817,-484.706,321.878,2407.63
1.92E+06,495840,22415.5,905.998,-887.846,-2564,186307,-228.978,992.611,371.305,5214.63,3088.93,868.845,856.314,207.25,-840.537,-149.204,415.376,1934.51,172.818,-1915.99,-4978.07,307.228,9731.5,1828.06
1.46E+06,889835,189.745,6069.41,2133.87,-7653.99,287744,-1470.41,784.445,-498.769,961.204,119256,-441.129,1251.36,-340.685,2978.2,123.592,6901.83,1651.74,804.234,36606.1,2376.14,3547.7,-1467.91,2193.81
1.42E+06,646778,1408.5,25189.9,2891.55,-2250.86,139197,-1531.29,1116.61,-10.0242,673.169,10434.6,829.542,376.585,-444.801,3467.54,-698.904,1714.19,468.032,41.4771,40384.8,673.17,5765.32,40.1003,177.546
1.27E+06,384064,-1145.51,819.146,-116.919,-1516.48,15214,19197.7,480.413,20944.3,252.051,708.217,209.18,1269.19,640.919,18256.5,1603.29,4495.04,973.551,-177.984,-768.21,5525.43,306.4,-82.5148,14988.6
1.54E+06,334577,1248.67,2259.11,-741.646,-2362.4,61354.2,63.9217,11239.1,92477.5,-596.653,349.664,1038.93,-736.428,957.611,7682.26,771.087,2469.39,52037.2,493.387,-167.133,1814.56,-524.009,639.782,1165.4
1.48E+06,364036,-635.806,-255.857,17.9304,-802.211,5651.96,17506.6,453.64,-1010.06,58.7757,148.925,-379.524,26885,-727.665,24263,3247.63,2782.07,1572.84,-270.1,-2047.48,8486.9,413.101,-317.699,608.259
1.67E+06,426618,-224.393,-868.9,-610.584,2352.98,10463.6,3.45155,459.327,9816.67,2028.41,82.3535,2.30101,223.831,114.548,17677.7,1818.94,2808.58,1132.59,1345.31,-451.65,4278.48,-476.935,-241.706,7146.27
1.30E+06,396293,-591.793,213.842,73.029,-1450.55,19610.7,15993.4,-54.4352,-434.329,-189.518,-81.4834,-29.1601,771.292,389.169,11680.3,9035.29,3227.83,2021.62,624.459,-1042.98,33184.5,-473.685,-1065.3,-520.429
1.84E+06,1.07E+06,3540.55,45223.5,10378.4,-1936.03,106252,-427.22,508.59,424.813,503.632,6716.19,-387.719,637.504,-1526.25,2160.43,-1752.36,1702.02,561.631,1270.18,27548.1,1914,4409.84,-958.565,1206.31
1.43E+06,439781,-703.033,-378.502,-847.78,-913.242,252625,-609.563,4335.91,31609.9,1613.28,-102.413,181.945,1282.69,-261.066,13335.6,2181.39,-499.848,8629.55,419.989,-487.428,118.062,-103.821,-8.01237,-259.531
1.64E+06,511819,-584.672,818.207,-368.722,-1366.88,219326,8134.67,-100.173,16596.2,536.868,389.009,130.411,-123.634,108.771,5919.26,-404.015,425.972,16280,-548.975,-87.1301,1356.01,742.424,646.422,732.653
1.12E+06,352523,-883.125,132.264,-73.825,-4532,342659,-566.626,7454.41,128319,5141.22,2133,2172.97,3656.58,1747.86,37852.2,4519.7,5819.57,4630.06,611.619,685.182,597.144,1365.03,-1001.44,1209.45
1.53E+06,372745,-885.787,-702.803,-668.579,-4195.22,322359,-118.427,7078.23,43405.5,9.72824,8930.21,41.7229,585.909,-1046.69,1291.44,39.357,1389.76,21522.9,-223.318,-161.547,133.52,496.567,1601.56,1253.21
1.15E+06,311080,-1733.42,-1034.74,-304.457,-2245.77,7703.39,22726.5,954.886,2118.13,-312.312,-818.973,-528.377,-736.931,500.025,29992.7,2710.86,1321.81,3156.41,-344.519,-791.31,10860.8,175.292,-1534.99,2736.08
1.46E+06,395859,-1184.49,-237.381,-297.217,-2875.12,292675,211.37,1677.9,74641.4,707.054,4120.65,729.79,732.011,560.37,13563,1685.17,1234.06,18227.2,12.8391,512.332,-933.343,283.364,1302.07,273.71
1.95E+06,402366,-914.937,-736.735,-215.071,-1459.57,220768,15667.3,357.351,8475.98,326.072,164.746,1801.05,-698.492,980.782,22022,1213.04,2199.53,59983.9,-205.309,660.74,9477.79,881.991,-68.9494,-372.26
1.36E+06,310420,180.056,-667.002,1163.16,824.645,348978,-1084.87,8707.16,55396.5,4155.54,155184,-204.637,2640.32,137.281,8021.45,1809.37,-5604.26,48092.7,-55.4908,3877.34,2891.86,636.067,-1436.26,3257.84
1.60E+06,861984,624.728,135059,191363,-3016.25,1814.96,152.927,1582.93,5388.48,-609.109,-1700.66,-432.819,-886.666,-455.243,3001.52,1046.83,7503.96,2147.2,-925.79,2570.42,-316.797,1615.41,214.2,-154.232
1.64E+06,402473,-1047.34,132.787,-667.728,596.683,6263.87,25908.3,1333.66,-91.7759,1770.65,1681.96,457.163,979.538,183.093,21472.9,1255.48,2079.24,8338.72,316.215,-452.843,6382.86,-948.794,-488.757,210.657
1.09E+06,398231,4195.63,15355.6,-42.4069,-2822.7,48074.7,-793.212,-299.816,-370.3,-817.36,-375.848,403.385,-372.253,1092.85,2439.38,1970.91,3246.53,13956.9,-2.83942,7504.57,-363.408,1051.16,49551.7,-915.521
1.44E+06,542217,-757.314,36689.8,-564.187,2265.7,59651.5,271.448,790.604,-1150.22,587.553,870.336,238.873,-226.099,-760.694,1463.11,-529.35,1469.86,7965.17,1376.5,24132.9,273.567,2544.49,31560,2742.84
1.33E+06,252881,2.46594,838.12,2195.65,1475.09,9698.89,-544.051,-803.218,22925.4,564.44,-140.826,552.956,511.996,479.926,40932.2,2056.71,1823.33,20875.9,-64.4371,-443.373,10701.1,14.6938,1627.86,1479.56
1.09E+06,242451,-360.312,-271.873,-393.648,-2000.11,4539.49,12270.1,1020.68,857.255,2673.67,18.7862,100.424,3021.38,-730.183,54023.6,11855,1660.48,-17.1714,-327.025,4.48338,4164.98,11.7677,361.799,-147.956
1.25E+06,655378,429.818,37067.9,5480.75,-4037.02,108227,-920.804,797.247,443.13,319.493,4020.35,417.748,1220.9,-1254.62,2059.2,408.45,2711.81,857.432,-351.231,38964.8,-7.70575,3855.18,565.888,259.578
1.19E+06,329015,2159.73,64390.5,-419.053,-3380.47,214655,3141.43,-782.841,-38.8628,789.253,1175.9,1916.1,2859.3,-32.1853,4849.22,4270.35,4230.86,4660.49,-166.783,9443.86,2027.09,3004.28,62977.4,-1790.5
1.53E+06,369070,-1674.87,1207.73,433.137,-2678.55,199186,-495.377,1992.9,72584,613.241,1357.59,1972.64,1119.52,275.638,12930.5,2037.38,4349.9,76258.2,-282.79,1076.32,-749.907,-155.605,3832.74,-490.52
1.09E+06,381901,1201.7,511.702,48.0736,-2579.33,20971.6,23720.9,-784.507,2018.5,365.46,-19.5667,552.391,-92.7944,407.33,33497.4,6750.83,2285.23,1441.87,105.319,-1459.51,16507.5,-285.618,-251.255,4968.48
1.46E+06,372180,-519.046,-47.0575,-637.046,-1219.16,808.632,14434.3,450.558,444.067,-54.2359,-234.939,713.922,1008.34,133.569,11734.9,-61.8325,2561.59,2487.01,-84.0526,-679.02,8615.24,-110.572,-632.977,550.187
1.98E+06,394066,123.687,-630.578,63.2952,-3580.97,96147.5,9898.13,375.547,12146.4,135.903,-758.93,-472.555,-394.7,-379.081,4222.96,471.145,2610.38,57890.5,-123.335,415.922,-1045.49,329.475,2768.26,-1216.63
2.08E+06,1.22E+06,5894.52,134429,71595.2,-5755.51,62015.7,809.008,-1210.39,-98.2637,147.881,1521.92,80448.1,-2018.3,13761.7,5777.05,4793.26,8857.55,2537.79,-454.462,13908.8,3588.59,16460.3,-1561.46,3136.6
1.71E+06,460935,-607.394,-969.355,-512.754,-2654.88,26350.5,-952.457,632.644,150025,525.499,958.496,745.609,2585.06,-183.66,6700.67,1038.4,2642.73,9645.66,-648.483,132.593,5602.37,3893.4,-511.044,792.21
1.84E+06,441612,-266.616,-661.008,-1196.54,17330.7,280.455,202.061,-149.589,-767.366,50.3182,518.396,253.244,603.978,1151.83,7566.38,-147.332,12808.4,2198.64,93.9355,-285.595,14199.4,1102.19,-17.4935,-324.078
1.56E+06,369455,-891.876,71.2598,-379.339,1051.56,7488.14,228.497,165.18,91497.5,278.043,25.3822,613.275,-1055.89,760.051,4716.33,1180.83,3034.84,8217.1,-262.727,-335.313,6425.67,-495.017,-463.879,1128.02
1.37E+06,366010,-135.72,-314.887,-179.137,-433.728,157155,-1068.92,1248.07,49063.3,911.327,770.615,785.079,880.3,-498.965,6708.7,-285.621,-2604.26,25663.1,-293.432,1171.52,-872.257,-125.51,1172.04,-440.396
1.59E+06,393453,-640.646,-288.557,455.396,-2087.21,295868,-1941.63,2999.2,93958.6,1452.3,-14.4978,433.114,1485.36,-546.629,9617.04,806.779,-3270.39,3726.84,713.26,461.384,557.22,64.4233,-297.354,3689.55
1.57E+06,353644,-151.923,44.8213,135.871,-1862.99,218537,-1523.51,969.852,53325.5,972.815,1768.68,1627.08,517.964,837.768,7749.81,1141.5,2852.03,15032.1,-292.59,1035.74,361.499,1026.76,-0.307495,2047.05
1.08E+06,419902,-857.455,209.594,-500.205,1355.36,326305,1258.46,-679.16,578.645,6165.05,10170.4,1420.98,2468.3,-653.154,1770.86,660.358,9485.59,27904.1,388.936,-1523.13,357.052,-0.838669,753.831,-68.6285
1.19E+06,323385,-1734.62,798.041,301.172,-2336.78,177439,-284.948,1979.89,145582,901.521,295.361,1333.89,839.579,170.952,21676.9,1443.16,-451.124,21767.1,-49.1112,276.86,1591.58,1474.98,260.552,2356.31
1.25E+06,335820,327.303,50.7812,-256.969,3016.12,13328.9,122.927,239.013,37838.1,-36.1303,50.7875,16.3366,432.576,-502.424,11930,-266.084,2952.57,5856.13,534.522,-329.823,4440.76,-248.675,-305.499,3245.52
2.12E+06,811401,1801.51,75693.4,33705.5,-9894.99,180194,-1337.8,88.8888,-224.803,270.182,105643,-2678.43,651.304,-453.785,1421.69,244.304,9251.4,73.3979,-863.514,64403.1,964.455,15043.9,-281.858,1086.82
1.45E+06,397396,463.024,-627.681,785.503,-2184.56,289957,-983.014,1224.1,75069.6,481.065,2839.62,1935.08,87.902,-141.744,16582.1,1501.77,-5232,27936.5,-700.721,1332.42,397.886,611.453,1130.33,1525.25
1.20E+06,437755,-263.437,1170.96,-603.819,-1009.22,5505.71,394.666,3555.3,166445,14096.1,4381.02,1343.13,6318.77,1748.99,19093.1,4148.2,2153.66,2770.65,773.165,-593.942,8127.19,-859.078,-648.87,-336.214
1.59E+06,469121,1525.63,83086.3,682.115,-5027.29,486906,376.648,1702.68,370.529,774.987,2352.43,4287.15,1246.99,145.715,7233.37,5018.56,10673.9,19330.4,1653.77,6973.21,2173.18,2484.13,60141.6,-2619.25
1.29E+06,450115,-429.092,82662,-160.872,-4700.64,429411,-41.0794,1840.82,1351.51,2987.33,1061.33,1089.81,2189.46,275.553,7119.91,2425.41,1521.01,16185,729.659,2518.2,1106.81,948.021,60973.3,2120.17
1.70E+06,361833,-762.943,929.693,-533.387,-2984.61,134026,-808.881,785.515,92417,1622.6,1376.57,1050.73,704.523,1088.67,13987.9,3646.06,2828.06,26744.6,-119.078,-69.5217,-33.4036,51.8115,671.169,-323.338
1.44E+06,360297,275.705,-372.38,247.447,-2228.29,14459.9,15608.6,744.245,301.03,1948.05,-572.962,368.087,17381.9,161.03,9422.58,1614.16,3129.14,1184.45,125.911,866.161,7030.52,447.081,-161.881,-255.493
1.13E+06,473904,1798.51,71937.2,-300.645,-4000.9,139119,137.794,-1752.89,1663.65,984.03,832.195,504.558,371.512,322.571,2604.09,2173.56,4546.62,33399.1,-820.943,8249.37,846.433,3815.66,78483.1,-652.514
1.71E+06,392677,-732.082,604.209,-1098.44,17178.7,724.753,15145.7,412.333,-390.159,625.242,1373.16,-290.335,5963.1,-464.19,12633.9,1187.74,4707.94,4496.43,174.848,-590.332,16606.5,-746.067,534.634,113.399
1.43E+06,634825,1768.45,74990.7,-776.078,-2888.69,114576,-47.5761,-2169.78,-285.334,-183.009,-341.023,36.1907,184.398,904.655,2480.02,2495.95,7307.64,75432,185.221,23266,1172.66,8365.42,76823.7,-1230.37
1.49E+06,260082,-181.726,-34.3643,1114.86,-2407.34,9788.78,15974.2,81.1502,-404.987,1579.79,-112.572,-482.371,1037.62,-668.613,17972.3,1762.65,1657.33,1052.61,-266.775,-772.624,4681.33,-103.417,209.636,-269.208
1.42E+06,281745,304.485,-103.915,-21.7008,1557.84,675.032,13047.5,-185.031,962.04,699.505,-207.576,671.988,-11.1869,630.506,26246.3,4954.24,2275.1,145.04,-161.922,-128.939,8721.36,80.6563,246.618,-899.644
1.91E+06,362996,-780.541,2156.32,-538.249,-1117.96,234973,9166.08,3455.15,31744.8,889.697,247.235,682.646,1807.54,-583.688,10846.8,144.721,-1626.49,32283.3,-616.794,1254.17,1896.37,-272.309,-538.733,264.12
1.79E+06,512186,-1877.34,96465.4,299.426,-3539.87,376286,-2250.46,2216.84,3126.63,1217.77,1556.91,2353.17,1036.94,-294.191,5184.7,2463.11,-988.533,37232.3,1874.19,5646.89,1180.98,2115.72,43456.6,1771.76
1.21E+06,460925,4793.85,99034.3,-23.2286,-5970.47,378774,924.608,2199.91,1714.15,28826.3,7178.03,6132.3,10235.4,2355.12,35969.8,10301.6,2767.29,6405.46,-1000.77,8946.79,7931.97,7018.2,132896,-6324.11
1.36E+06,365915,792.371,614.346,335.736,-3307.37,290296,-1375.48,745.641,1110.36,3023.33,233.585,980.916,1036.51,-525.674,18699.8,2486.82,-256.79,-364.573,815.008,1462.47,-115.156,-638.254,1095.51,4838.03
1.46E+06,415046,-749.313,-1776.34,-242.107,-2924.57,14889.1,-154.532,152.7,196580,233.523,538.395,146.649,625.205,815.981,13798.5,3500.63,2962.49,3612.44,-787.297,-165.934,5989.72,627.105,-163.364,5866.45
1.33E+06,267369,-556.314,-130.393,487.029,-2804.27,4511.67,24004.6,410.259,905.344,-422.793,-346.958,360.906,4431.94,-578.016,45933.2,7687.44,1639.86,1325.04,210.144,-1545.08,8124.11,281.206,-71.9927,518.147
1.44E+06,345584,-663.611,-664.3,-47.5029,-373.268,2148.69,17811.5,156.286,1000.05,254.511,-357.493,-594.245,1107.15,39.2849,17783.6,5262.89,1677.97,590.184,12.1308,-1087.13,23552.9,218.185,224.447,995.339
1.44E+06,418724,332.885,191.869,-533.533,-2824.95,13071.3,19369,658.825,339.936,-273.772,-574.88,-684.427,158.315,-17.6956,21126.8,4989.49,3553.77,443.755,-23.8581,-998.356,11022,2.96222,1753.31,-944.384
1.20E+06,1.11E+06,2816.39,201601,78557.4,-417.962,29762.7,256.544,1628.2,855.335,1311.88,7564.75,23382.8,794.129,6493.92,3041.32,-8363.08,7266.6,2124.12,1084.06,13358.3,1328.44,19664,-1027.14,2374.81
2.01E+06,374367,254.785,-422.105,-818.82,-1555.02,88391.2,944.572,542.767,191992,1484.58,484.179,905.527,433.605,-345.647,20494.2,3386.45,3113.96,608.474,-469.15,-388.039,16326.9,1496.07,636.912,3657.12
1.71E+06,304817,614.672,121.194,-247.462,3268.79,1978.93,11002.3,-12.3833,-603.897,391.419,262.704,-507.093,707.102,-143.728,7150.32,596.863,3854.72,2688.05,-149.663,-1559.35,6057.4,371.461,1718.35,-690.803
1.18E+06,315883,-677.456,227.476,-158.379,-1597.31,32447.2,225.06,768.946,43833.1,1062.55,-402.815,-141.643,909.363,214.988,6946.68,402.817,1756.17,25148,-516.022,-1107.28,52.7074,502.086,-48.39,427.596
1.17E+06,321589,-1349.59,-193.53,-326.58,-2945.61,16418.6,30833.8,1947.41,2399.93,8536.96,1697.35,484.498,1693.41,389.198,26968.2,23959.8,1502.9,1159.63,-602.63,-1833.29,33376.8,246.503,-1074.3,866.681
1.30E+06,485374,2700.71,79895.2,-431.126,4858.69,165969,980.71,-891.754,935.334,182.903,-692.354,-159.831,4282.13,-1873.6,-970.8,237.337,2146.9,39994.4,-1377.08,10896,-1634.12,4169.99,43848.4,-522.154
1.48E+06,388426,-466.192,-590.11,-846.163,-1902.46,2137.98,21566.8,383.365,154.096,-312.124,154.518,250.996,501.498,-904.622,39170.1,7182.27,3754.05,781.148,-381.817,-1322.95,19841.8,997.755,758.829,925.633
1.65E+06,472076,175.002,85.812,-639.77,-2396.88,10499.3,9989.01,97.0755,-549.29,-330.392,636.514,1601.77,-656.919,-254.539,31867.6,8328.42,5260.84,2022.15,274.959,-422.754,2765.81,15.8728,464.263,-888.886
1.36E+06,313907,745.952,-849.874,-108.208,4025.21,79670.7,575.447,-51.3549,32891.8,1116.41,1082.43,633.865,539.956,-71.7009,9649.18,-165.742,571.731,5294.79,172.898,-490.449,10666.9,-49.9324,-124.919,2712.3
1.46E+06,449861,-447.569,1427.37,-181.084,-2918.19,148735,-786.472,-779.803,108575,1361.09,863.171,1073.33,725.386,1218.71,8755.61,1659.38,5037.36,58015.9,76.5598,20.851,-2044.63,18.2539,3768.71,-1119.02
1.56E+06,342333,127.609,33567.8,-269.809,-3186.52,195010,-693.219,405.082,353.438,-479.957,-217.047,672.797,78.9772,-358.931,1105.4,1127.13,16.8315,3882.33,487.248,1532.68,205.093,1049.55,30833.6,407.926
1.14E+06,439883,646.661,43816.9,250.559,-3954.87,281784,-815.227,356.592,960.617,370.146,553.803,2131.55,1521.77,215.615,4496.68,4488.91,6350.93,6330.13,970.943,3281.05,888.189,2555.37,39927,-375.55
1.36E+06,475893,-587.433,94945.3,585.07,-5152.36,267875,-1180.77,2235.31,229.024,16057.1,4828.62,3190.86,8727.18,3792.47,26324.7,7971.62,1248.07,68175.1,-541.909,8538.28,4581.62,7508.13,65927,44.9395
2.04E+06,355662,1042.18,378.143,642.898,-1587.6,2675.97,12366.3,-1296.47,178.836,-463.367,53.5407,1197.17,1255.54,-157.487,30181.2,2609.3,2244.63,4999.78,-118.543,-316.233,13338.4,527.3,684.343,-1471.83
2.08E+06,1.16E+06,29629.3,36796.8,87808.2,-1682.54,47965.3,568.518,773.775,-546.842,1384.89,2443.72,30852.8,624.85,4720.23,3171.45,-1866.48,16397.2,-118.403,1877.29,1793.48,4239.74,3081.48,1004.12,11947.4
1.31E+06,400108,-728.525,-149.048,287.333,-3226.58,312.78,18299.2,-328.491,-304.667,-38.3321,-386.743,-596.854,2395.65,-751.629,23658.3,1572.43,2891.95,3312.67,-221.163,-541.964,21821,254.663,1592.68,6.02744
1.71E+06,417273,-888.695,580.263,-1562.21,14646.8,14862.2,20158.9,942.487,125.527,490.024,615.852,-350.794,8780.61,-409.408,38172.4,8149.71,4256.99,1430.99,783.69,-881.234,15442.1,-566.8,1258.63,-388.516
1.11E+06,498290,-127.287,-385.146,-271.254,-1738.85,17243.1,9916.87,139.199,166.999,-190.794,40.0562,-106.186,164.704,280.876,8234.28,617.765,3667.51,42933.8,28.8526,589.948,5809.61,-295.783,174.51,-1039.4
1.30E+06,332792,-368.791,-728.271,519.505,2295.55,26193.9,-140.132,98.0559,122052,1411.88,612.215,1008.78,425.671,875.869,8475.59,3300.37,4502.61,5025.15,674.878,-254.358,7745,-1.53906,-1075.16,3783.74
1.26E+06,498694,877.663,103.602,-628.646,31573.4,1852.89,14697.8,-563.471,83209.9,-213.951,1598.32,692.705,372.329,82.7287,12759,2529.06,4512.46,1962.83,191.992,-211.398,13661.4,53.6135,1090.12,-992.05
1.46E+06,439374,-617.73,509.349,157.596,-3066.87,4992.3,19687.7,602.861,-242.575,1232.5,-77.1239,476.767,3548.41,-103.089,12667.8,4201.07,3282.2,1002.98,402.453,-879.952,15497.6,-340.947,364.534,-322.978
1.39E+06,712351,621.429,-217.25,17.7019,-438.903,298553,-136.161,1402.56,114525,3951.25,1829.92,1531.34,2773.7,-485.853,15338.4,1274.32,-4699.47,5558.98,345.86,332.969,545.627,656.716,-320.451,3285.06
1.55E+06,468560,-498.658,-540.349,-1019.17,14677.8,14322.4,24423.5,763.261,1703.49,587.435,126.895,-839.204,833.582,-568.605,18936.6,7273.79,4849.59,3594.53,52.2082,-1348.77,7846.23,2536.52,790.932,402.498
1.85E+06,453647,-198.794,474.961,-573.953,6427.91,1116.79,19315,-230.749,366.357,520.041,1903.5,845.897,298.996,76.3053,27732.4,-4.71615,4213.8,1149.4,91.4289,-401.857,2419.43,77.6111,271.887,687.364
1.47E+06,393591,1973.6,121694,146.421,10565.8,297805,-2431.52,892.364,-1121.36,28.4868,125.727,1772.41,1098.22,-2266.92,6499.82,1315.25,2052.47,2217.34,4577.77,4607.16,2751.24,6100.28,58231.9,-1312.7
1.65E+06,354236,-1124.08,1749.93,-31.1056,-800.178,76460.9,166.583,2343.68,118098,1116.79,156.512,866.384,346.074,-275.554,11019.1,625.846,235.79,17588.1,314.554,-561.825,689.614,-906.45,-657.968,553.958
1.35E+06,298051,-438.068,-174.71,-277.091,-2409.21,119739,17133.8,831.916,87.5965,-293.045,-387.734,-416.854,57.5832,-979.27,48943.2,22522.7,781.643,400.882,-136.696,-18.945,10964.4,-116.672,740.657,-244.89
1.67E+06,535162,-397.436,1573.69,-1399.91,10096.7,8336.74,180.825,422.75,272071,677.111,925.135,7.47509,268.448,848.316,13715.3,4322.44,8165.6,23622.8,-1197.79,-546.536,8196.24,1031.17,1827.96,2149.21
1.53E+06,1.10E+06,671.826,27435.9,1664.02,-1864.4,199247,-1016.82,1505.83,211.457,706.777,52370.7,-671.551,469.155,-1076.07,2694.33,-980.62,-1167.39,536.007,891.402,22795.7,66.3495,4343.67,-466.58,406.088
1.49E+06,291998,-500.907,-58.4189,236.32,-2374.29,113189,17319.3,240.912,1486.88,-217.319,-817.138,507.94,246.419,352.591,26019.6,7180.07,695.694,45.9904,675.13,108.162,5996.5,-823.663,163.469,613.344
1.37E+06,318814,343.931,8482.51,-115.273,1234.6,5095.28,-446.379,-172.28,44674.9,-553.355,-638.129,407.027,-212.053,-455.669,508.311,425.462,1889.14,8596.71,41.0977,132.868,655.939,472.294,-145.642,3622.31
1.30E+06,377669,-578.774,681.7,38.2895,-2172.91,8916.68,-469.511,632.535,62172,45.2996,289.296,-286.562,1259.14,-553.173,9071.42,-204.338,1658.9,21828.6,-491.636,-53.2843,3028.58,149.628,252.003,903.809
1.33E+06,265623,255.974,193.252,-157.581,-3187.27,67231.8,26299.5,583.274,2445.08,-226.604,-292.519,107.773,325.978,-355.295,34760.3,12923,644.298,105.137,248.954,-1021.97,11863.8,412.523,284.758,-84.192
1.52E+06,364558,585.248,56237.6,-92.7575,-1635.08,196669,167.732,4370.7,187.212,682.78,755.197,1132.95,453.616,-1353.6,3059.03,1992.61,-2260.59,5862.42,319.224,1035.03,-332.127,388.518,62612.4,2471.27
1.40E+06,325117,-1047.13,85918.4,59.5991,-2204.11,221505,371.856,1740.78,1329.57,3012.99,811.957,1715.7,1998.14,-266.005,6234.09,4006.37,-519.99,14177.3,-6.76318,3581.91,-287.892,1462.61,43391.2,2316.86
1.22E+06,358040,-354.869,-648.719,-419.197,-2676.11,8781.15,28103.6,-336.862,1409.57,502.625,123.666,83.3423,-218.367,126.24,38813.1,14311.5,2152.68,2934.63,594.412,-1284.94,4866.03,5138.95,-122.229,887.344
1.91E+06,462376,-223.498,2901.68,-835.159,-798.766,113633,148.692,474.082,146495,1093.54,1070.64,-188.274,1118.06,479.056,19704.7,1379.68,3897.81,24449.4,443.055,-320.598,-31.4521,-901.971,1782.46,97.8899
1.54E+06,297875,-148.346,12195.6,179.41,-3276.47,20334.3,-129.098,1893.3,141874,1006.32,98.1908,257.52,70.3511,-1016.34,9758.54,-1240.43,2800.88,108370,-583.083,158.776,58.1249,15.499,835.376,1632.35
1.17E+06,427526,-424.996,56.0637,-1112.75,23532.7,416.765,18900,385.871,-249.296,399.89,-101.454,273.563,535.6,-260.033,15852,2773.33,4032.76,1388.31,295.596,-1514.94,22350.8,-420.135,-61.1749,160.165
1.15E+06,363986,405.301,166.297,179.643,-465.115,255767,1056.98,2909.45,96610.7,1908.36,2785.93,680.275,1679.5,-447.837,17640.2,102.39,-4022.03,15679.3,-563.523,-234.41,856.577,205.218,273.992,4823.04
1.50E+06,448491,-855.742,584.261,390.529,-2236.97,225047,11670.8,1756.59,27252.2,514.585,1886.46,1209.69,548.991,-68.2821,11091.9,625.914,-1503.01,55433.6,-886.716,-379.136,3025.1,974.067,1.29166,323.604
1.49E+06,280721,-353.685,267.828,-792.357,-2954.61,19467.5,-474.043,-74.4092,92766.4,-280.595,-168.302,342.572,-106.066,229.27,20824.3,2946.29,2356.52,38472.7,-467.974,100.423,2304.62,-50.8577,51.9149,-121.708
1.22E+06,440227,-1011.39,65877.4,352.967,-2969.28,69772,-957.566,385.423,-1284.07,-992.504,-297.458,665.824,-336.18,-193.315,2092.74,315.538,1523.08,46569.1,1437.11,9973.75,1230.18,5718.41,47546.3,2043.99
1.41E+06,351509,2088.07,39310.3,-334.538,527.147,229689,1267.52,-516.22,84.2887,-51.617,864.007,1098.26,2011.72,-694.651,3034.09,4475.74,6303.85,5508.9,-325.895,1011.11,638.205,2188.88,35246.9,-1237.28
1.46E+06,340733,712.448,-727.83,-472.023,-1616.09,36244.1,-361.214,-36.7852,11575.9,-166.696,668.668,674.187,-113.845,-176.256,16895.5,-854.25,2478.16,33258.3,-146.083,363.655,1114.64,-87.8564,-13.3636,789.632
1.16E+06,355871,801.564,166.792,-423.871,-3375.51,11460.8,20002.4,-751.212,574.403,-84.3423,514.094,-223.665,3288.6,669.458,16514.5,5381,3510.46,1613.7,-429.538,-311.436,11182.1,-480.349,20.7709,-796.114
1.57E+06,426323,-119.006,-178.49,-554.79,-3617.17,40245.8,-75.5348,393.681,96915.8,1622.12,7492.35,768.474,69.9227,42.3381,11927.3,2971.2,2639.95,24548.9,-37.4948,306.799,-2186.38,530.443,1783.87,-756.554
1.42E+06,286579,926.894,-209.153,0.344377,-2455.29,15522.6,18067.7,-840.761,1309.27,106.508,-1169.63,-127.008,1371.33,-963.402,15548.4,4676.48,2392.74,397.72,193.599,-1397.67,12098.2,64.1662,1491.33,-754.96
1.90E+06,465982,-1056.75,12.1523,-646.382,-6019.75,382125,-1040.21,3066.78,170918,1514.47,13965.2,2296.49,1275.49,681.512,24614.6,4007.62,4565.21,72323.1,-262.594,817.315,-188.169,583.801,969.052,-1154.62
