"FSC-A","SSC-A","DC-SIGN","HLA-DR","CD56","CCR6","CD45RA","CD4","CD69","CD8a","FoxP3","CD16","CD14","CD49a","CD163","CD3","CCR7","RORyt","T-bet","NKp46","CD11c","CD127","CD86","CD20","Eomes"
2.45532e+06,1.51367e+06,929.303,37467.6,3613.21,3022.28,920.951,4708.48,324.253,671.772,719.141,9897.02,40859.4,738.783,11324.5,1264.37,46.7642,10641.1,1402.78,1188.86,10314.7,1496.17,31445.9,-841.6,300.262
1.32162e+06,651780,-60.1658,2237.16,-451.567,-1520.66,39021,-331.772,10209.1,137262,333.145,542.493,1643.5,1040.68,34.7483,112740,1716.76,2273.67,15911.8,-185.626,735.837,-388.097,33494.5,-978.987,6205.26
1.40104e+06,701091,-757.312,-724.469,31193.9,-2886.33,274999,-399.824,1006.99,87977.6,403.716,187.831,322.684,492.399,665.963,53827,1411.55,2659.04,53323.1,-1171.37,394.664,1298.98,1299.53,8458.32,167.315
1.80059e+06,1.33512e+06,1433.9,63538.6,11823.7,-5198.84,15530.4,-471.147,257.059,-2046.02,-802.244,1788.23,2874.12,2832.44,3613.49,2233.54,1148.55,4714.9,1310.79,892.973,-454.78,1532.88,18600.9,330.932,1584.47
2.32926e+06,1.71135e+06,-984.037,178653,33343.4,1867.65,-1777.53,2224.96,-91.3114,-2953.83,186.976,-101.742,90829.2,1883.88,984.773,931.779,4085.71,6400.19,2222.45,468.905,12513.8,502.744,5747.98,-321.692,1070.36
2.90338e+06,2.73412e+06,2058.18,170519,29986.1,2956.6,-1551.86,5628.69,-1324.68,1031.12,1892.52,13891,357236,6498.11,42644.2,6022.35,3618.62,2969.18,811.931,1016.56,30092,2599.37,25423.6,-2191.15,2725.77
2.31387e+06,1.60498e+06,16644.5,510236,54857.8,-3441.63,798.534,2010.84,-875.946,-2239.76,-901.163,1888.03,122782,2650.81,18904.4,3611.68,9835.94,9191.72,2998.65,-147.346,30582.2,5663.21,19480.9,-2862.82,13783.5
3.15697e+06,1.74566e+06,187.772,19760.1,31543,820.875,-61.4628,94.4447,-101.283,381.192,1050.23,2574.63,85748.2,2113.87,6868.83,2385.99,889.937,9890.57,2409.99,1440.67,12251.9,-397.513,28245.6,325.689,1342.42
1.81905e+06,1.58663e+06,6903.5,142207,6288.04,-769.625,622.052,-248.779,3402.67,-2456.38,807.461,1488.08,54059.3,3618.44,4872.69,1043.97,114.97,7801.89,1528.36,0.534668,1523.65,478.349,10967.6,1481.21,2694.28
1.92978e+06,295888,-89.8794,462.258,-610.38,-3291.45,19040.3,-1081.87,-459.012,149111,-210.048,-356.673,-316.48,6883.95,188.636,47644.9,4435.05,2153.88,50346.9,-935.262,103.568,-1610.37,36891.8,840.312,-694.269
1.69886e+06,764525,-258.434,2200.45,33112.6,-2846.54,96368.6,159.824,4318.88,17171.7,-35.2757,1705.21,418.767,1081.73,137.641,887.87,153.022,7181.35,18322,1501.31,4628.86,990.445,-49.7739,9936.98,9121.54
2.09323e+06,2.14597e+06,-221.249,4595.44,-40.8239,22135.2,10762.9,305.419,640.414,-82.0719,531.649,6322.23,11882.1,3265.07,8459.58,4100.84,2209.25,-3135.72,299.836,82.1201,-195.965,613.705,3046.71,1882.05,-9.11209
1.96132e+06,470545,-743.194,1555.63,1649.17,-3342.15,33850.2,-577.769,4069.73,134134,305.463,41.0077,667.073,812.515,-71.0182,17907.3,713.32,1730.35,43656.2,514.117,16.9026,3110.58,18277,981.804,4341.32
