"FSC-A","SSC-A","CCR6","CCR7","CD11c","CD127","CD16","CD4","CD45RA","CD49a","CD56","CD69","CD86","CD8a","Eomes","NKp46","RORyt","T-bet"
1.35082e+06,693088,-110.758,-118.268,9732.28,-813.707,17094.6,-2848.14,673397,6873.05,1189.59,24328.8,-413.334,60483.6,2467.04,7438.42,-14256.6,3201.18
1.56142e+06,569917,-309.228,643.84,1635.89,7635.72,1206.72,-111.473,500.02,203.058,-117.064,113391,-250.585,4296.48,885.18,-126.52,4805.83,8160.56
1.23071e+06,292466,-292.317,63.3516,7840.14,-702.883,1860.92,-2029.96,328141,1197.08,40697.1,13728.1,-220.212,23668.1,19475.4,1733.18,-6684.97,529.312
1.30556e+06,495709,-473.501,417.279,1859.16,883.779,330.067,42.7392,266068,970.943,37532.3,11671.8,-528.596,14657.4,7151.04,2126.12,-5824.4,288.898
1.48538e+06,693155,-403.731,600.377,733.305,-886.495,1939.97,-440.597,74680.6,726.979,20094.1,8980.27,901.355,47567.1,17245.5,5328.27,558.785,10784.1
2.01556e+06,658517,-1116.12,1416.14,-87.4677,-1486.06,494.899,146.486,13443.5,639.605,-224.417,4600.51,-426.961,14209,13189.5,217.084,5196.44,14075.5
1.98858e+06,1.87786e+06,-2407.69,1069.28,-623.927,3669.39,840.925,19812.6,307.497,3799,8716.2,1270.42,1749.14,-92.8748,754.558,-117.928,6564.76,880.128
1.43182e+06,389779,-2162.02,599.934,2742.38,810.705,-319.465,253.119,9875.09,16869.5,76694,11816.2,97.6401,44821.6,6203.98,2652.81,4039.03,14337.3
1.37285e+06,302865,-2102.21,406.028,1841.55,59.6971,11193.2,-1855.52,254944,1160.52,1013.47,9853.19,-667.844,30528.7,3897.61,121.731,-35.581,57069.5
1.52163e+06,518950,-1966.61,184.479,180.798,-190.481,362.812,-356.996,52150.6,1013.71,36559.8,21000.7,-49.9589,24678.1,9768.24,1531.71,75.3481,16102.5
1.45033e+06,361415,-2807.91,-26.3844,6396.4,-631.641,819.666,-979.886,12916.6,4543.17,31787.2,16984.1,-19.4896,1266.9,5770.97,2851.45,1845.82,14545.4
1.50593e+06,875956,-1490.04,764.225,40387.6,-113.452,2801.03,-342.09,3271.64,11502.1,153866,35089.8,606.521,118968,2453,7168.89,1959.46,22096.1
