"FSC-A","SSC-A","CCR6","CCR7","CD11c","CD127","CD16","CD4","CD45RA","CD49a","CD56","CD69","CD86","CD8a","Eomes","NKp46","RORyt","T-bet"
1.58176e+06,1.17302e+06,-6456.19,1001.13,7774.78,224.811,110.39,-105.667,50746.2,-93.0876,158631,39425.5,824.862,41130.8,14870.1,4.67007,7101.7,3814.5
1.78531e+06,514736,-3166.24,921.216,3342.89,1127.17,1390.65,-400.456,158582,4997.92,59326.2,19939.3,719.318,36153.1,4786.16,1005.3,6115.24,9553.68
1.41031e+06,362402,-4100.65,209.574,2137.61,1778.52,417.321,199.667,308509,19.684,810.246,175.691,-869.719,16371,150.955,9499.37,5116.5,36375.5
1.9377e+06,392051,-1807.74,232.741,122.242,820.577,416.454,347.911,15138.2,5146.56,71572.4,22583.5,-252.769,5279.83,4899.51,949.01,3323.23,10495
1.47639e+06,413563,-998.205,-364.231,6076.31,-503.834,-259.205,-881.934,296000,2304.45,3154.76,34845.1,542.041,22936.6,3686.63,4365.16,-1621.76,12843.8
1.6158e+06,387162,-2275.8,-254.67,1476.17,601.456,970.661,-234.79,82026,18892.2,57199.3,23286.9,-219.98,5198.48,1585.43,1915.23,48.461,10265.6
1.88248e+06,344545,-1481.12,188.284,932.914,172.024,1661.84,-1520.15,182565,7035.69,16001.5,28967.7,188.646,20385.9,5513.75,1883.98,655.594,11992.6
1.62866e+06,717159,-4324.6,-301.227,3926.16,-217.149,1081.88,-2316.02,759801,3496.29,49084.1,21013.3,-439.389,9863.46,6986.39,6413.69,1869.46,2514.17
2.25005e+06,701293,-4542.22,934.416,1494.22,1897.37,-446.37,217.357,71927.8,416.842,99685.9,15472.8,171.075,11178.6,1666.37,2483.97,5156.36,21426.5
2.03875e+06,309605,-3813.68,-431.094,3546.88,655.939,-437.712,-1017.88,357209,195.945,79477.1,37741.5,141.814,3361.27,10585.8,303.955,1316.32,1528.6
1.79735e+06,609549,-6632.2,1719.83,808.482,1146.67,1902.57,317.865,800750,5222.72,105073,24308.5,-207.598,32699.6,5941.65,612.401,14044.8,21446.9
1.89353e+06,314318,-15015.3,1056.75,303.271,-2546.58,139028,-756.101,380498,2007.71,-4928.63,3250.42,304.193,46938,-2491.41,1732.19,89809,102307
