"FSC-A","SSC-A","CCR6","CCR7","CD11c","CD127","CD16","CD4","CD45RA","CD49a","CD56","CD69","CD86","CD8a","Eomes","NKp46","RORyt","T-bet"
1.55079e+06,602791,-940.679,921.411,1969.26,-1000.12,57915.7,-1372.01,310027,3819.17,998.026,41951,-61.21,54432.8,8679.75,158.814,-3970.79,15642.8
1.92585e+06,850952,-3508.41,-31.469,6072.57,273.169,1025.52,-2985.65,523348,4206.4,14725.8,15139.7,1291.23,67400,6867.06,449.468,3028.68,28151.1
1.3324e+06,880120,-901.239,233.911,2729.33,686.529,842.738,-2916.9,555367,1125.52,70035.2,18230.4,942.974,98544.6,8122.53,1872.59,-4881.34,2641.84
2.64545e+06,915572,-5997.73,384.386,8075.61,4.55969,1857.9,-2586.23,1.00136e+06,311.92,199117,12357,989.388,239755,20924.9,1699.44,-8846.68,1178.43
1.61282e+06,593646,-318.153,-436.984,6990.2,450.587,-1189.36,-134.994,3048.03,4617.5,109131,12609.8,196.917,36329.5,6257.93,447.928,5463.28,7090.75
1.4886e+06,784031,664.511,775.745,3647.81,593.329,1075.62,-242.391,68700.3,55909.4,179085,17118.2,338.5,91117.4,4817.01,17119.4,2574.52,6204.07
1.41997e+06,805410,-2554.23,465.749,2112.7,1097.84,-278.971,-290.899,63468,3686.74,86531.7,6012.68,395.649,94910.5,11680.2,1018.31,6548.33,7250.35
1.75133e+06,564887,7856.97,203.561,-438.392,8157.46,888.56,-271.73,2486.84,-129.891,-918.386,41346.6,-35.9999,-278.116,1246.36,343.251,7825.57,914.324
1.58364e+06,856894,3821.44,-65.9052,8037.63,326.206,5510.05,-2232.08,609087,4898.62,229995,36789.8,971.2,106275,4728.9,2551.45,-15806.2,1051.71
1.39838e+06,503550,-3027.62,666.298,6776.3,-375.892,-1032.87,303.722,190468,57.3303,176170,14255.3,491.59,44295.9,12759.3,11020,4078.08,2559.39
1.49315e+06,763388,-6541.58,720.567,4033.87,1154.82,1062.2,-1343.45,512741,4469.94,177210,7048.97,810.988,91699.8,8567.96,9383.88,9298.63,1482.1
1.73631e+06,721542,-7685.46,1752.06,8219.48,1603.19,1082.29,-869.574,134890,7728.43,409220,20323.2,593.961,53888.6,11328,625.721,8591.87,2166.33
1.27387e+06,413812,-3419.7,612.735,4835.89,1398.53,1465.1,-688.25,359951,457.36,59955,7514.61,787.776,39815.2,16579.6,649.985,5502.42,1816.25
1.73006e+06,1.44035e+06,968.199,-551.875,3885,-201.754,-1872.06,39.0866,42058.2,3172.94,196070,30203.1,828.658,20847.3,3021.44,6948.09,3381.17,9091.27
1.59782e+06,991904,-1308.63,-283.124,-156.861,4.83466,-641.854,-430.757,277968,1413.1,190625,9186.36,279.199,95264.5,9599.65,899.677,-797.685,3278.45
1.41079e+06,668963,-532.586,647.862,1284.29,436.048,1899.05,-1473.79,259112,76.6454,601.455,16269.5,369.284,31487.2,7702.38,-870.697,-696.179,6477.43
1.57043e+06,780050,-5797.03,1856.2,7917.84,1516.94,4445.21,-1510.48,576202,2006.5,149904,16324,171.282,122495,11574.8,13098.3,-2743.85,6191.2
1.40312e+06,932336,-3660.92,1129.23,9149.97,-700.592,-723.761,-805.473,660963,232.069,92637.9,10882.1,827.274,92382.4,4842.79,20257.6,-23.2054,217.356
1.9578e+06,772054,-4023.45,167.088,3170.35,-547.801,-456.462,570.08,99576.3,-359.358,197633,7773.56,574.997,39579.7,5291.94,1878.29,6842.16,4267.05
1.615e+06,595488,-2234.34,-49.8494,1657.39,-1365.93,-148.952,-937.195,100711,372.07,40556.1,4454.45,877.558,52203,14286.4,792.267,6144.7,8643.52
1.4381e+06,685901,-5133.36,606.254,913.812,735.014,-651.362,192.437,7562.64,1207.35,376231,19095.4,-100.247,138138,9168.02,6242.56,3151.48,5058.32
1.84745e+06,1.51755e+06,-356.439,645.543,15624.7,409.76,1974.27,-808.318,121438,14671.2,403345,20977.1,-458.028,16284.8,2576.82,412.63,6348.21,1777.56
2.20825e+06,1.0548e+06,-4915.07,863.549,2324.44,752.96,556.51,54.296,253914,1275.48,116751,39664.9,547.591,51580.4,3293.17,330.788,11320.7,5999.36
1.26569e+06,356179,-3598.72,-141.445,12892.3,-782.033,91566.2,-2981.52,569103,1792.01,1392.31,26444.8,-364.917,64195.4,5428.02,495.394,-11046.3,35503.9
1.3479e+06,642101,-1155.34,-258.31,5483.47,1167.11,523.076,-735.04,250318,837.32,61308.3,17295.1,-809.563,27443.3,5709.32,2393.93,6293.87,4043.74
1.73425e+06,280676,21.5491,-620.432,-427.717,70.6799,-389.77,494.402,340676,282.822,8228.84,8630.75,322.927,39005.2,12067.6,2395.33,-1229.43,2977.14
1.62841e+06,648781,-2323.6,547.193,8271.2,212.854,46157.5,-1173.21,309265,10516,75189.4,15610.5,770.137,28378.6,5481.13,7335.26,3272.44,12088.1
1.36843e+06,613743,-5328.11,2256.84,5877.99,420.682,1903.41,-838.136,358835,2729.18,40210.5,10044.4,816.596,127407,16358,4446.54,6639.78,1365.79
