"FSC-A","SSC-A","CCR6","CCR7","CD11c","CD127","CD16","CD4","CD45RA","CD49a","CD56","CD69","CD86","CD8a","Eomes","NKp46","RORyt","T-bet"
1.78944e+06,865888,-7855.88,319.783,14647.6,-2354.45,4894.66,-1178.95,359546,11228.8,78006,8253.88,1260.12,31097.9,8300.69,7421.51,2633.53,870.193
1.54304e+06,615312,-3064.58,174.513,4153.77,395.773,2334.14,-972.774,127592,15605.6,87783.4,6467.06,-232.626,15894.1,7225.5,4768.52,3167.93,693.981
2.19379e+06,502292,3176.97,862.205,-640.349,19023,95.6654,-221.37,414.102,1107,613.019,13633.6,287.08,-215.489,-483.894,199.756,6526.09,128.413
1.82716e+06,377991,-4470.1,275.467,5807.05,-1930.81,94979,-3173.71,388406,1166.95,2127.96,4650.14,-413.768,15099.6,2999.76,3394.4,2025.09,38006.6
1.35349e+06,540000,2124.39,1304.03,6825.82,407.691,90.5834,-57.2198,10118.3,847.158,19907.9,29482.8,744.541,9151.69,3901.15,15272.8,3054.9,5129.18
1.41215e+06,477618,-2329.69,1059.09,5050.37,253.241,-533.931,-954.466,196519,12715.2,153931,13419,867.458,68306.4,6023.09,13945.3,1549.97,2570.3
1.86173e+06,697808,-1554.26,320.969,4478.08,874.026,484.913,-89.6287,334227,35676.8,124813,15443.6,1097.25,95601.2,4336.63,9456.88,3206.38,8945.36
1.70776e+06,679896,-924.149,-386.768,17484.6,-826.249,-681.379,-589.544,61219.6,5569.02,142715,14171.9,-624.538,8861.71,5333.95,8210.87,3095.94,1184.41
1.40519e+06,393627,131.452,684.418,19887.6,405.339,-181.714,-1507.67,501.308,47112.3,127588,8539.68,1062.61,15954.3,-109.153,5645.1,2013.9,2890.86
1.32788e+06,391001,381.856,523.345,2793.27,331.008,1021.22,-146.83,292781,2844.6,85102.5,14382.2,-1164.51,12553.7,9235.75,7168.15,2624.54,544.484
1.38529e+06,484274,-855.51,138.714,5084.63,6.12823,2827.7,-1614.65,276424,12030.6,16455.7,24016.7,-437.588,15408,390.075,1173.59,-53.9934,11831.3
1.48259e+06,686636,-3014.3,336.703,7231.78,1013.33,2499.01,-1973,568005,5407.89,83641.8,17413.8,-382.055,28781,5395.84,12626.4,-1652.5,1130.46
1.49794e+06,756626,216.218,364.974,4991.81,-528.625,-281.655,-123.136,-55.6891,13936.4,22824.8,5457.36,217.258,32451.9,34.7359,6140.84,2400.35,8818.22
1.37399e+06,411440,-2550.65,741.453,7844.29,1358.69,1369.39,-1750.42,654156,8380.66,27063.2,26163.8,425.899,8151.77,4085.02,16925.1,1742.08,5075.73
1.69051e+06,801974,-1609.49,1575.46,3215.19,747.915,1914.92,-382.476,521298,5802.27,70099.9,8952.36,91.7285,97606,5656.26,8608.27,2290.16,4289.93
1.86352e+06,936706,25366.6,337.428,-205.399,26419.7,1439.15,-84.366,11652,-207.129,-214.873,36378.4,-6.05035,230.899,345.15,671.636,2294.19,746.128
1.61384e+06,524307,-7154.11,894.115,5066.85,-509.687,181056,-2039.93,470303,2694.45,1047.53,23720.6,1009.22,111412,5936.17,1493.5,6457.76,37271.6
