"FSC-A","SSC-A","CCR6","CCR7","CD11c","CD127","CD16","CD4","CD45RA","CD49a","CD56","CD69","CD86","CD8a","Eomes","NKp46","RORyt","T-bet"
1.64321e+06,1.23391e+06,-764.209,807.32,-58.9834,711.547,2352.67,3716.66,535.968,4346.35,1311.51,21.4442,5883.49,-379.386,334.031,-356.163,11007.2,885.575
1.30318e+06,598055,-1773.39,1264.01,1039.02,780.937,4833.03,6.1499,21996.3,1793.4,170441,12372.1,863.013,157155,12821.1,2443.93,3029.8,3664.88
1.43174e+06,483898,-2438.12,291.636,5378.63,468.942,783.092,-871.585,162219,4290.75,89481.9,16264.1,831.22,60392.6,2728.04,571.829,4672.54,5801.64
2.16606e+06,1.50926e+06,-1426.03,1058.03,-392.46,3979.51,-48.6731,52853.4,-141.869,415.291,78.7181,1448.1,655.816,4881.31,469.779,-55.4009,5278.7,-80.3053
1.37444e+06,495619,-468.438,1258.08,6345.13,643.392,5130.15,-1066.97,29533.2,1697.56,284.174,40673,444.456,46255.4,11864,6575.62,3432.89,6426.11
1.48017e+06,882861,-1325.66,406.612,4812.76,157.876,-23.6618,99.3715,13538.8,518.127,140635,16500.8,712.263,49941.6,8206.41,487.083,3563.05,11808.9
1.41016e+06,669011,79.6446,-55.8187,8153.01,794.925,-672.11,-846.606,225638,1641.75,85982,19756.8,-393.26,80444.6,4909.62,2838.27,-2890.49,2302.62
1.33339e+06,435902,376.146,633.001,3655.09,-264.743,1186.52,138.046,27903.7,1592.87,294.188,25925.9,-651.133,21386.6,9143.99,2236.7,2983.88,7225.54
1.59538e+06,1.76044e+06,-7036.84,1572.16,-609.954,-23.1385,-4820.13,-1747.84,-757.892,2114.34,1740.55,308.339,-185.305,-467.983,1479.01,279.73,1996.66,357.905
1.68734e+06,682010,-1226.41,-700.701,2280.05,-886.649,16834.7,-908.585,84600.6,289.805,495.464,21625.2,185.825,114078,5152.61,56.1651,-128.127,41134.5
2.02196e+06,1.55215e+06,-2097.33,1329.75,-469.242,5797.71,753.761,49097.5,2013.12,1147.31,1198.2,1106.91,417.646,-482.926,1138.55,577.317,4646.8,1821.11
1.50209e+06,311794,2313.52,97.8853,1340.17,2347.33,103228,-196.268,457739,949.174,1710.85,16776.3,283.096,28624.1,7996.72,-98.4361,-11576.2,32256
1.94566e+06,1.20212e+06,-1195.18,751.059,2326.88,-105.826,14906.6,-206.287,266611,619.121,7802.19,6616.35,893.225,117924,8659.96,-1302.91,2104.35,55325.1
1.32885e+06,530094,-1769.76,382.126,4967.9,340.301,1520.51,-2591.12,760144,450.727,3648.81,27324,856.478,41594,7424.18,1207.61,-13801.2,17.7883
2.41971e+06,842806,226.334,279.427,-1114.65,3905.68,-134.824,7519.26,371.942,-256.005,138.976,675.951,640.482,1079.56,224.293,352.665,4994.93,1191.74
1.48492e+06,396980,1769.97,-12.415,5711.11,17.2406,107032,-2740.97,458734,2573.82,1050.83,11624.7,452.088,42180.8,6438.7,-120.341,-7472.8,44129.8
1.69912e+06,1.03418e+06,-1204.98,8.22943,2175.71,1553.48,-67.1132,584.355,68417.7,519.193,302375,13301.9,395.923,83427.6,21817.3,2326.65,4215.9,5114
1.44163e+06,516863,170.98,250.328,697.869,6.72089,634.77,-125.829,5736.9,1236.03,76896,41859.7,14.1775,29122.1,5704.69,1132.61,992.569,18332.1
1.69299e+06,499900,-3043.72,1263.37,667.43,747.054,900.495,-166.391,140576,1871.19,454.045,22485.8,1631.4,23148,16409.8,-885.812,5091.1,19133.4
1.57477e+06,916062,-490.756,670.019,2650.89,430.704,261.189,-122.918,-212.857,4218.88,195.012,2798.08,1340.47,12378.6,-335.033,-323.262,4300.42,265.348
1.3831e+06,492667,-10189.1,191.157,7094.18,-1310.6,303766,-344.371,555002,1256.76,1812.96,9236.4,-75.7139,64993.4,4311.51,1406.73,5914.8,30701.9
1.69012e+06,643406,-3138.47,-199.343,2878.83,1390.16,94932.4,-2301.07,448808,1338.36,664.089,14377.5,-217.24,77242.2,8550.86,-368.617,-2702.28,24793.5
1.70148e+06,393626,6261.91,408.311,4159.24,-83.2828,231272,345.01,434304,2417.91,1929.08,37312.4,159.846,90254.9,7781.66,1277.63,-7495.03,69899.3
1.42235e+06,620920,-1080.25,422.094,5930.48,533.261,1683.21,-378.375,230855,132.473,15625.9,38682.9,-403.886,49316,17015.5,1203.03,-3423.98,10350.5
1.45381e+06,1.23182e+06,-4357.77,-19.0999,-650.107,153.519,-2714.46,-1084.84,-756.989,1828.48,1647.34,964.868,-685.099,-35.7576,1402.3,507.237,1555.09,838.774
1.38483e+06,472167,648.256,-278.325,4362.17,1235.63,430.094,376.493,2102.77,1319.53,59.2802,31650.6,1105.41,30293.3,8155.46,12994.3,3113.87,9939.71
1.70149e+06,347296,-4721.11,2112.81,10158.5,-381.409,2795.64,135.03,429382,-75.4173,481.888,11055.2,786.305,60434.6,6682.42,-159.392,3499.31,29639.7
1.55396e+06,561732,-1889.77,404.949,342.698,743.431,-405.664,-1024.46,53674.1,12815.3,82934.3,14328.3,773.944,73774,3969.03,8509.79,1304,32847.3
1.25678e+06,609454,-2156.18,873.313,-124.721,797.843,441.328,-115.447,24900.3,2090.5,15264.5,26395.5,-104.155,96682.2,13828.9,4036.77,1940.69,11401.7
1.71345e+06,331475,-1373.37,557.512,6177.56,-76.9249,1625.14,-255.176,376156,351.857,720.054,11167.5,387.158,21309.3,12426.8,1387.86,-2326.38,5436.53
1.86526e+06,1.85516e+06,-1414.17,25469.8,-3955.31,4327.77,77.7819,57977.6,2775.72,-1967.64,-234.99,1263.88,1068.94,4668.39,500.028,93.3705,7529.66,2458.18
1.47041e+06,557643,-342.133,561.373,5014.73,611.125,849.699,562.082,22263.2,390.074,-281.603,17974.8,-163.829,55971,8755.25,498.075,2241.07,27510.3
1.27671e+06,407279,-3142.28,1319.35,3283.52,932.43,5855.65,-605.284,198597,1228.77,-212.882,12262.4,1563.98,87022.6,14151.6,-136.935,2984,40785.8
1.68167e+06,440658,-1183.44,-248.247,-167.929,-1381.88,-198.571,-532.167,2952.79,10544,86923.3,53033.6,178.295,12262.8,4596.48,-240.002,2354.16,15843.8
1.82354e+06,1.14868e+06,-2294.69,158.157,-1250.89,261.077,-1294.88,-410.582,-1294.22,3060.12,262.25,347.732,-48.5253,-319.08,1219.12,88.3297,1642.34,1549.98
1.90305e+06,473033,-5172.97,1532.55,4024.7,765.684,316.326,206.572,113086,35.6808,1378.81,12919.3,280.329,31205.3,27482.9,208.621,2923.48,14072.4
1.65039e+06,536460,-770.227,116.602,6870.34,-377.762,635.188,340.775,11045.2,13898,208069,61610,-412.351,37446.9,7883.4,1266.29,1569.53,4858.07
1.28532e+06,687346,-3821.05,3732.98,5179.79,1206.39,11150.7,-1232.52,341597,2378.65,102386,10367.9,1325.06,177286,26697.1,3775.97,2194.37,3766.13
1.73367e+06,1.2586e+06,-1341.31,-229.318,13697.4,-1024.54,91078.8,-925.159,87043.8,3962.72,50680.8,25083.7,-796.357,153864,9811.18,4850.69,5348.07,129048
1.70596e+06,665734,-1760.64,118.194,7052.51,642.236,459.803,-415.005,38029.3,5407.95,74245.6,10404.8,727.472,12423.1,19673.3,358.524,2114.04,1149.29
1.48449e+06,824895,-2708.53,1950.96,1189.91,1118.81,691.612,-317.284,37407.2,-414.704,19333.4,26957.2,-290.621,72506.4,13275.4,396.646,4688.92,11531.2
1.50879e+06,534176,-4851.24,783.701,1367.9,918.044,91513.6,-601.275,287260,320.748,1748.03,20322.2,229.157,67790.1,13613.5,1412.36,419.905,16402.3
2.00608e+06,1.12261e+06,1252.7,-127.18,5493.87,-847.844,3427.48,-151.714,53321.2,8075.16,135385,3352.25,-343.518,37795.7,5005.4,761.917,4022.08,567.82
1.43712e+06,511740,-2826.56,1331.51,3654.02,-971.394,19697.8,-713.622,490350,1784.88,818.164,27176.3,252.913,62134.8,3555.14,-398.962,5846.6,43700.1
1.32086e+06,463771,-2960.85,799.156,675.647,506.626,26206,-565.946,27688.6,12527.1,170999,260.398,102.485,61540.3,8069.14,92.2076,2902.61,388.375
1.27817e+06,616365,2801.77,332.746,12703.6,2051.95,240415,-1613.74,465917,385.944,2411.49,28389,-900.577,58674.2,4561.27,748.513,-1955.71,65931.3
2.1131e+06,783300,-3910.62,1259.1,6729.67,364.192,88596.1,-315.799,232446,1026.82,1247.97,12533,733.479,116565,9404.39,-522.496,5408.08,59962.7
1.66432e+06,1.02992e+06,-2612.79,1745.12,-63.4097,220.345,46032.4,-515.918,38231.5,2130.5,1875.18,39444.3,1404.28,114773,22447.1,22435.7,6970.93,7849.01
1.50374e+06,580403,-950.385,158.268,59.6462,-18.5527,-217.324,350.334,284753,-72.6236,107574,7835.51,820.313,99355.1,15797,-79.8064,-3276.29,5256.21
1.26403e+06,694258,458.486,1277.56,3239.57,1106.26,1417.16,40.2018,350760,954.899,48812,25535.7,-55.314,54095.7,11305.4,1510.35,-4514.64,2840.09
1.27075e+06,608256,-11739.6,1310.09,13812.6,1626.07,169199,-654.32,462725,236.527,1208.37,16537.5,32.3845,73714.3,8698.42,-541.129,5918.17,36975.9
1.9204e+06,415720,-2999.87,432.383,6548.05,-1566.17,689.407,-3012.07,477314,1290.78,618.452,14661.1,116.607,72902.7,-606.035,2401.54,-2560.85,61993.3
