"FSC-A","SSC-A","CCR6","CCR7","CD11c","CD127","CD16","CD4","CD45RA","CD49a","CD56","CD69","CD86","CD8a","Eomes","NKp46","RORyt","T-bet"
1.23687e+06,570458,-1388.37,365.138,8004.4,-461.604,96655,-1871.97,387061,1442.24,861.275,20098,488.413,31872.3,8470.16,1186.13,-3180.89,26905.1
1.4796e+06,284460,-2406.88,1004.75,2584.14,-46.065,1006,-216.101,305328,152.074,1818.08,19252.7,31.4414,53013.7,2629.34,550.156,-1310.95,2623.56
2.39581e+06,1.48102e+06,-928.991,6618.75,-405.334,250.19,558.534,11507.2,1480.65,777.529,647.849,467.21,854.773,124.329,-123.395,434.976,4718.75,1272.89
1.62137e+06,612228,-13378.1,2114.13,7344.71,-434.491,271749,-1339.73,552095,2154.3,1925.79,19289.4,-8.52222,86941.1,2891.8,2336.54,12666.7,64478.4
2.01667e+06,1.83114e+06,1107.79,1380.44,313.444,-258.649,21744.7,15256.8,2117.12,8540.82,4153.01,1440.45,3222.58,48.7656,270.648,879.275,9636.38,1369.03
1.37055e+06,875233,-3597.02,512.424,5453.54,345.567,-562.893,-281.145,539705,3069.69,125834,27592.7,-351.608,31151.4,8504.03,10067.2,-4772.38,4188.95
1.26831e+06,451290,-11153.4,387.755,4753.56,-2313.84,165065,-3266.44,374095,1257.65,941.282,11110.5,478.734,62864.5,5213.4,3420.63,7771.72,54490
1.19748e+06,859070,839.901,1139.32,7782.99,-335.194,94092.4,-1736.7,390616,1962.76,1518.72,18850.6,930.273,59582.8,7320.86,-200.187,-2250.99,61247.7
1.90317e+06,864966,-1124.56,255.601,5805.38,-1041.9,738.152,412.447,43273.9,2470.95,214838,42463.5,492.055,26896.9,6703.77,1440.63,4490.96,5322.04
1.52537e+06,643540,1315.29,-351.889,7288.93,-2082.16,142438,-2170.8,503588,2181.94,1645.34,5956.79,24.9695,60702.5,4803.93,4480.74,-216.316,67234.5
1.69287e+06,493785,-1297.47,433.65,1751.4,529.578,18068.7,259.201,22558.1,-0.980537,75491.5,11114.4,-202.279,4569.47,8132.97,11951.3,4467.92,4626.58
1.33447e+06,463345,-1181.65,279.977,2820.92,555.865,1124.16,-6.52099,9590.23,1309.19,280.834,21264.8,467.581,24566.4,6314.98,-443.631,807.03,15091.4
1.37965e+06,592745,-3854.91,-94.3384,4450.4,-81.2539,20120,-146.624,232559,345.476,152.62,15123.6,645.074,8256.58,14993.3,493.205,3423,14671.8
1.58138e+06,542692,-3156.93,3130.29,13832,1894.08,291703,-1094.04,728126,450.17,2020.73,15460.2,-516.824,48477.7,5983.04,622.601,8189.23,54189.2
1.76671e+06,783110,-7459.03,221.257,15528.4,-971.758,350172,-218.155,687176,-164.463,2391.66,28887.8,-645.835,149569,8540.63,861.101,-525.612,87988.6
1.75978e+06,2.23842e+06,-3711.25,221.585,13828,-576.322,52220.5,-827.815,2039.2,2354.58,16757,5896.61,-86.6383,10662.9,8398.17,583.508,12086.8,23428.2
