"FSC-A","SSC-A","DC-SIGN","HLA-DR","CD56","CD45","CCR6","CD45RA","CD4","CD69","CD8a","FoxP3","CD16","CD14","CD49a","CD163","CD3","CCR7","RORyt","T-bet","NKp46","CD11c","CD127","CD86","CD20","Eomes","Time"
1.49794e+06,756626,-99.5268,433.843,22824.8,14675,216.218,-55.6891,-123.136,5457.36,32451.9,683.675,-281.655,-798.326,13936.4,-515.818,414.306,364.974,2400.35,8818.22,6140.84,4991.81,-528.625,217.258,3055.49,34.7359,3.97761
1.37399e+06,411440,-953.483,177.143,27063.2,45290.9,-2550.65,654156,-1750.42,26163.8,8151.77,242.527,1369.39,-383.148,8380.66,219.378,1852.86,741.453,1742.08,5075.73,16925.1,7844.29,1358.69,425.899,6084.82,4085.02,3.97941
1.67672e+06,1.54859e+06,4421.83,38445.1,139320,84054.9,-3800.23,47927,-1389.39,-14.9463,-3.23901,-97.863,283.365,52472.6,663.478,6664.96,1640.35,1703.53,5955.52,386.7,594.768,4075.63,3361.24,11025.9,21.3604,2591.43,4.02232
1.69051e+06,801974,-944.274,429.609,70099.9,29860.8,-1609.49,521298,-382.476,8952.36,97606,405.643,1914.92,595.665,5802.27,-286.375,1089.12,1575.46,2290.16,4289.93,8608.27,3215.19,747.915,91.7285,7288.86,5656.26,4.10905
2.14696e+06,1.10312e+06,3332.24,44659.2,104036,67207.5,-2746.93,152767,-1009.83,953.077,-257.975,198.179,603.639,11564.5,-53.4107,7013.62,550.886,-403.067,5558.5,390.244,-176.096,121.756,954.115,10496.3,1444.79,524.347,4.15666
1.48113e+06,1.65908e+06,-941.114,154793,6054.66,77489.7,-8365.96,97728.4,-1666.48,310.725,562.335,791.561,427180,-9365.93,3088.56,1092.37,2473.13,2400.37,12486.1,2539.42,572.216,152756,2114.3,19305.6,-3626.54,2422.07,4.17067
1.50292e+06,1.31658e+06,-929.163,152935,38518.1,24264.5,-1093.07,308.061,-330.109,-177.917,-207.286,-12.8284,-478.818,14079.2,-230.763,2727.83,819.625,1299.71,2199.51,645.559,-1424.15,3300.12,-47.5811,6376.77,-220.874,417.678,4.17647
1.86352e+06,936706,734.302,-48.5349,-214.873,70308.3,25366.6,11652,-84.366,36378.4,230.899,435.427,1439.15,705.452,-207.129,1516.28,444.879,337.428,2294.19,746.128,671.636,-205.399,26419.7,-6.05035,909.925,345.15,4.20237
1.48648e+06,1.2289e+06,3090.19,31462.1,132398,66878.4,-2354.6,86468.7,386.696,269.207,1657.98,-170.365,1247.17,21128.6,-365.998,3693.82,934.373,-226.54,5639.39,-85.7608,1845.48,436.985,1216.31,9638.2,1063.17,1598.56,4.22948
2.60817e+06,999525,-2535.84,255160,162207,52726.9,-493.473,-571.513,5646.33,229.74,1230.87,-561.186,2894.12,65055.8,1141.71,2936.69,2289.31,-521.291,4140.14,1183.85,-841.832,21334,2141.83,19728.5,-795.091,1608.1,4.294
