"FSC-A","SSC-A","DC-SIGN","HLA-DR","CD56","CD45","CCR6","CD45RA","CD4","CD69","CD8a","FoxP3","CD16","CD14","CD49a","CD163","CD3","CCR7","RORyt","T-bet","NKp46","CD11c","CD127","CD86","CD20","Eomes","Time"
1.29462e+06,357967,-198.87,3472.78,-365.955,76668,-2423.45,26596.7,-223.64,21199.8,95112.3,-340.264,607.826,1003.73,1308.04,438.108,31673.1,2804.97,1819.19,3241.19,1053.47,200.648,595.699,-742.699,204.299,6960.16,3.3489
2.46834e+06,1.14479e+06,39765.9,199048,61191.1,101332,-3027.14,89840.3,-67.3425,821.617,646.405,189.594,2444.11,57026.1,1279.35,9222.42,7289.7,-2187.77,14685.2,-2499.84,1141.9,4477.78,6143.4,9776.9,2934.75,17971.5,3.35721
1.25299e+06,371184,990.156,744.777,-403.495,41979.6,-2972.52,15743.3,-439.26,25351.5,90457.4,478.191,376.034,414.814,8733.17,974.812,15731.1,2239.73,3000.59,6406.79,-527.047,383.738,3701.38,1882.11,-1382.8,2459.97,3.40469
1.7845e+06,348363,798.757,12039.2,-246.675,46989.6,-2185.54,102883,226.488,22922.2,115703,-366.306,492.61,-84.6628,1268.26,379.944,28641.9,1321.26,2034.76,29396.9,-960.257,709.803,4354.73,1282.42,362.857,2754.86,3.42402
1.72417e+06,400639,-388.588,-412.084,-485.478,41709.5,-1718.12,31905.8,-928.759,2093.87,100154,-99.723,1518.31,-635.309,2227.32,269.127,18088.8,71.3479,3616.99,66531.5,1149.1,289.726,-2001.78,-545.733,1165.02,1577.24,3.44286
2.0343e+06,390383,444.815,85.9121,27459.6,20192.6,-3019.23,65607.7,-312.351,1243.41,5076.95,147.851,-483.401,140.875,-719.788,287.197,15190.9,790.615,1502.94,54622.2,-223.265,2304.17,-167.357,-95.4336,2300.7,-645.375,3.45477
1.91499e+06,452169,-630.363,523.358,4203.12,44208.3,2293.83,21532.2,-19.4912,788.622,40074.5,896.428,1090.68,927.532,2905.09,211.45,25376.9,233.505,3134.91,21972.8,344.114,158.006,1308.58,-294.991,-263.336,226.525,3.4683
1.65526e+06,475993,634.216,4533.46,1616.52,65092.8,-3326.19,44757.6,-726.319,69800.4,87627.8,-120.486,1009.32,-249.734,3250.25,2748.88,20806.9,3441.8,3623.77,57544.5,-235.848,-47.2334,748.389,-116.262,1679.88,-942.632,3.49123
1.24874e+06,386774,-5.60229,2672.73,-177.337,33923.7,-1864.56,15297.6,424.93,1020.03,89163.5,187.503,913.367,1145.81,-104.208,759.122,11725,2507.7,1837.16,27122.5,-224.739,149.279,-291.11,-1.29614,376.311,-69.4288,3.54582
1.99627e+06,394571,-789.535,4421.94,7764.57,76053,-3160.04,5725.65,-463.886,21029.7,135421,431.125,902.503,-629.89,22277.2,144.996,30004.9,2879.97,1764.43,14980.9,480.353,470.984,13393.5,-365.413,-654.26,742.245,3.69587
1.42601e+06,235006,96.2628,-172.7,-550.886,32874.7,-2305.8,18035.9,441.215,-607.028,11163.2,-322.618,-540.227,908.055,-690.214,248.279,31482.2,1527.62,795.426,9338.1,966.434,-585.037,8949.36,-170.438,-778.281,-854.825,3.70108
1.32552e+06,445996,-541.983,1045.51,98.4804,76360,-2034.75,43097.6,-700.209,4843.28,118105,19.9539,319.956,109.567,1153.56,-994.813,22491.5,478.872,1204.76,34679.9,179.686,704.243,3988.31,-832.43,-484.826,344.353,3.7108
1.27368e+06,289195,1008.56,-739.458,-392.034,56153.3,-3886.49,27628.7,-248.973,22012.5,38476.9,1556.56,978.553,-460.342,275.68,267.845,29016.5,1204.61,3252.04,1637.06,-735.764,-1217.18,-11.2176,673.235,221.043,4561,3.72512
1.89353e+06,314318,-2482.94,371.017,-4928.63,17238.9,-15015.3,380498,-756.101,3250.42,46938,117.353,139028,2807.77,2007.71,2617.87,-401.004,1056.75,89809,102307,1732.19,303.271,-2546.58,304.193,6830.85,-2491.41,3.7732
1.44227e+06,245432,-192.73,4979.31,66.0152,68317.6,-3469.73,32039.1,-205.027,23226.9,123473,-604.154,921.126,1207.49,1729.12,1806.16,30595.6,5339.55,2973.89,5146.86,-541.65,44.5478,838.543,4637.03,-475.847,8142.82,3.87517
1.5491e+06,417891,-807.126,479.639,-32.0447,46454.7,-409.188,126672,-535.33,36569.8,72137,1500.08,1147.79,922.597,772.86,-131.542,20545.5,1138.24,-298.499,50722.6,545.001,302.741,2025.18,-911.235,-19.4431,-518.077,3.87587
1.51975e+06,423512,-541.764,1859.8,1165.14,71238.1,-2488.24,8052.28,373.653,18605,93356.4,-307.193,-741.254,-511.736,14979.9,-199.219,17705.7,1968.44,3510.46,9956.37,-425.835,-132.529,5017.38,143.841,-64.1456,3979.6,3.88879
